spend_log_sd,seed,channel,metric,value
1.00,9,search,covered,0
1.00,9,social,relative_bias,-0.4562843735
1.00,9,social,covered,0
1.00,9,ooh,relative_bias,0.1680985948
1.00,9,ooh,covered,1
1.00,9,all,median_abs_relative_bias,0.272302716
1.00,9,all,spearman,0.9
1.00,9,all,regret,3.895090319
1.00,9,all,beats_status_quo,0
1.00,9,all,achievable_lift_share,0.008750074062
1.00,9,all,shortfall_from_optimum_share,0.03408232877
1.00,9,all,loss_vs_status_quo_share,0.02533225471
1.00,9,all,n_agreeing,3
1.00,10,tv,relative_bias,0.3378575169
1.00,10,tv,covered,0
1.00,10,video,relative_bias,3.073490979
1.00,10,video,covered,0
1.00,10,search,relative_bias,-0.07347260899
1.00,10,search,covered,1
1.00,10,social,relative_bias,0.02505930416
1.00,10,social,covered,1
1.00,10,ooh,relative_bias,2.783499495
1.00,10,ooh,covered,0
1.00,10,all,median_abs_relative_bias,0.3378575169
1.00,10,all,spearman,0.6
1.00,10,all,regret,0.5689699542
1.00,10,all,beats_status_quo,1
1.00,10,all,achievable_lift_share,0.009172886445
1.00,10,all,shortfall_from_optimum_share,0.005219096781
1.00,10,all,loss_vs_status_quo_share,-0.003953789664
1.00,10,all,n_agreeing,3
1.00,11,tv,relative_bias,0.08704207012
1.00,11,tv,covered,0
1.00,11,video,relative_bias,-0.7013413449
1.00,11,video,covered,0
1.00,11,search,relative_bias,-0.6138315669
1.00,11,search,covered,0
1.00,11,social,relative_bias,-0.5753609068
1.00,11,social,covered,0
1.00,11,ooh,relative_bias,-0.2118837685
1.00,11,ooh,covered,1
1.00,11,all,median_abs_relative_bias,0.5753609068
1.00,11,all,spearman,1
1.00,11,all,regret,4.859572807
1.00,11,all,beats_status_quo,0
1.00,11,all,achievable_lift_share,0.007994385941
1.00,11,all,shortfall_from_optimum_share,0.03884930053
1.00,11,all,loss_vs_status_quo_share,0.03085491459
1.00,11,all,n_agreeing,3
1.00,12,tv,relative_bias,0.9896367118
1.00,12,tv,covered,0
1.00,12,video,relative_bias,-0.4926651494
1.00,12,video,covered,0
1.00,12,search,relative_bias,-0.5059838629
1.00,12,search,covered,0
1.00,12,social,relative_bias,0.007576584311
1.00,12,social,covered,1
1.00,12,ooh,relative_bias,4.331525784
1.00,12,ooh,covered,0
1.00,12,all,median_abs_relative_bias,0.5059838629
1.00,12,all,spearman,0.1
1.00,12,all,regret,3.548157151
1.00,12,all,beats_status_quo,0
1.00,12,all,achievable_lift_share,0.007791619325
1.00,12,all,shortfall_from_optimum_share,0.02764588982
1.00,12,all,loss_vs_status_quo_share,0.0198542705
1.00,12,all,n_agreeing,3
1.00,13,tv,relative_bias,-0.07052871007
1.00,13,tv,covered,0
1.00,13,video,relative_bias,-0.1792859418
1.00,13,video,covered,0
1.00,13,search,relative_bias,-0.03175902633
1.00,13,search,covered,1
1.00,13,social,relative_bias,1.105366363
1.00,13,social,covered,0
1.00,13,ooh,relative_bias,0.1049530675
1.00,13,ooh,covered,1
1.00,13,all,median_abs_relative_bias,0.1049530675
1.00,13,all,spearman,0.7
1.00,13,all,regret,0.1351734883
1.00,13,all,beats_status_quo,1
1.00,13,all,achievable_lift_share,0.008768283981
1.00,13,all,shortfall_from_optimum_share,0.001185239532
1.00,13,all,loss_vs_status_quo_share,-0.007583044449
1.00,13,all,n_agreeing,3
1.00,14,tv,relative_bias,0.3640873391
1.00,14,tv,covered,0
1.00,14,video,relative_bias,-0.6233769707
1.00,14,video,covered,0
1.00,14,search,relative_bias,-0.7650097817
1.00,14,search,covered,0
1.00,14,social,relative_bias,-0.4692915014
1.00,14,social,covered,0
1.00,14,ooh,relative_bias,0.1440561599
1.00,14,ooh,covered,1
1.00,14,all,median_abs_relative_bias,0.4692915014
1.00,14,all,spearman,0.7
1.00,14,all,regret,7.48558195
1.00,14,all,beats_status_quo,0
1.00,14,all,achievable_lift_share,0.006419064995
1.00,14,all,shortfall_from_optimum_share,0.04805043706
1.00,14,all,loss_vs_status_quo_share,0.04163137207
1.00,14,all,n_agreeing,3
1.00,15,tv,relative_bias,0.3666666086
1.00,15,tv,covered,0
1.00,15,video,relative_bias,1.965614157
1.00,15,video,covered,0
1.00,15,search,relative_bias,0.09702174286
1.00,15,search,covered,1
1.00,15,social,relative_bias,0.6872200375
1.00,15,social,covered,0
1.00,15,ooh,relative_bias,3.26799136
1.00,15,ooh,covered,0
1.00,15,all,median_abs_relative_bias,0.6872200375
1.00,15,all,spearman,0.8
1.00,15,all,regret,0.5405367696
1.00,15,all,beats_status_quo,1
1.00,15,all,achievable_lift_share,0.009093376528
1.00,15,all,shortfall_from_optimum_share,0.004915304374
1.00,15,all,loss_vs_status_quo_share,-0.004178072155
1.00,15,all,n_agreeing,3
1.00,16,tv,relative_bias,-0.09555776617
1.00,16,tv,covered,0
1.00,16,video,relative_bias,-0.2486369662
1.00,16,video,covered,0
1.00,16,search,relative_bias,-0.2751020603
1.00,16,search,covered,0
1.00,16,social,relative_bias,0.8924280684
1.00,16,social,covered,0
1.00,16,ooh,relative_bias,0.3117158838
1.00,16,ooh,covered,0
1.00,16,all,median_abs_relative_bias,0.2751020603
1.00,16,all,spearman,0.7
1.00,16,all,regret,0.9322514244
1.00,16,all,beats_status_quo,1
1.00,16,all,achievable_lift_share,0.006615732491
1.00,16,all,shortfall_from_optimum_share,0.006167526038
1.00,16,all,loss_vs_status_quo_share,-0.0004482064531
1.00,16,all,n_agreeing,3
1.00,17,tv,relative_bias,1.708792792
1.00,17,tv,covered,0
1.00,17,video,relative_bias,0.04910427662
1.00,17,video,covered,1
1.00,17,search,relative_bias,0.7440535583
1.00,17,search,covered,0
1.00,17,social,relative_bias,0.555207839
1.00,17,social,covered,0
1.00,17,ooh,relative_bias,1.01103085
1.00,17,ooh,covered,0
1.00,17,all,median_abs_relative_bias,0.7440535583
1.00,17,all,spearman,0.9
1.00,17,all,regret,0.4327747188
1.00,17,all,beats_status_quo,1
1.00,17,all,achievable_lift_share,0.01000583355
1.00,17,all,shortfall_from_optimum_share,0.004330271802
1.00,17,all,loss_vs_status_quo_share,-0.00567556175
1.00,17,all,n_agreeing,3
1.00,18,tv,relative_bias,1.993504173
1.00,18,tv,covered,0
1.00,18,video,relative_bias,-0.4429443425
1.00,18,video,covered,0
1.00,18,search,relative_bias,-0.7461830375
1.00,18,search,covered,0
1.00,18,social,relative_bias,0.4548898283
1.00,18,social,covered,0
1.00,18,ooh,relative_bias,2.023171845
1.00,18,ooh,covered,0
1.00,18,all,median_abs_relative_bias,0.7461830375
1.00,18,all,spearman,0.2
1.00,18,all,regret,4.343419503
1.00,18,all,beats_status_quo,0
1.00,18,all,achievable_lift_share,0.01002043541
1.00,18,all,shortfall_from_optimum_share,0.04352295461
1.00,18,all,loss_vs_status_quo_share,0.03350251919
1.00,18,all,n_agreeing,3
1.00,19,tv,relative_bias,-0.05139197809
1.00,19,tv,covered,0
1.00,19,video,relative_bias,0.03494653605
1.00,19,video,covered,1
1.00,19,search,relative_bias,-0.08426530262
1.00,19,search,covered,1
1.00,19,social,relative_bias,-0.24305816
1.00,19,social,covered,0
1.00,19,ooh,relative_bias,0.4370510426
1.00,19,ooh,covered,0
1.00,19,all,median_abs_relative_bias,0.08426530262
1.00,19,all,spearman,1
1.00,19,all,regret,0.4863022847
1.00,19,all,beats_status_quo,1
1.00,19,all,achievable_lift_share,0.009179542233
1.00,19,all,shortfall_from_optimum_share,0.00446403236
1.00,19,all,loss_vs_status_quo_share,-0.004715509872
1.00,19,all,n_agreeing,3
1.00,20,tv,relative_bias,-0.1046881039
1.00,20,tv,covered,0
1.00,20,video,relative_bias,-0.1526844675
1.00,20,video,covered,0
1.00,20,search,relative_bias,0.5357609232
1.00,20,search,covered,0
1.00,20,social,relative_bias,0.02394980063
1.00,20,social,covered,1
1.00,20,ooh,relative_bias,0.2133800779
1.00,20,ooh,covered,1
1.00,20,all,median_abs_relative_bias,0.1526844675
1.00,20,all,spearman,0.9
1.00,20,all,regret,0.2169468471
1.00,20,all,beats_status_quo,1
1.00,20,all,achievable_lift_share,0.01078247467
1.00,20,all,shortfall_from_optimum_share,0.002339223883
1.00,20,all,loss_vs_status_quo_share,-0.008443250788
1.00,20,all,n_agreeing,3
1.00,21,tv,relative_bias,0.5758056483
1.00,21,tv,covered,0
1.00,21,video,relative_bias,-0.03392030961
1.00,21,video,covered,1
1.00,21,search,relative_bias,0.1624032649
1.00,21,search,covered,1
1.00,21,social,relative_bias,1.736673909
1.00,21,social,covered,0
1.00,21,ooh,relative_bias,0.2924464156
1.00,21,ooh,covered,1
1.00,21,all,median_abs_relative_bias,0.2924464156
1.00,21,all,spearman,0.7
1.00,21,all,regret,1.413128082
1.00,21,all,beats_status_quo,0
1.00,21,all,achievable_lift_share,0.007745379167
1.00,21,all,shortfall_from_optimum_share,0.01094521281
1.00,21,all,loss_vs_status_quo_share,0.003199833638
1.00,21,all,n_agreeing,3
1.00,22,tv,relative_bias,0.1432313901
1.00,22,tv,covered,0
1.00,22,video,relative_bias,1.312148814
1.00,22,video,covered,0
1.00,22,search,relative_bias,-0.3325920944
1.00,22,search,covered,0
1.00,22,social,relative_bias,1.115737571
1.00,22,social,covered,0
1.00,22,ooh,relative_bias,1.781943813
1.00,22,ooh,covered,0
1.00,22,all,median_abs_relative_bias,1.115737571
1.00,22,all,spearman,0.6
1.00,22,all,regret,0.5743241848
1.00,22,all,beats_status_quo,1
1.00,22,all,achievable_lift_share,0.008747844362
1.00,22,all,shortfall_from_optimum_share,0.005024098582
1.00,22,all,loss_vs_status_quo_share,-0.00372374578
1.00,22,all,n_agreeing,3
1.00,23,tv,relative_bias,0.5177018964
1.00,23,tv,covered,0
1.00,23,video,relative_bias,-0.1320453673
1.00,23,video,covered,0
1.00,23,search,relative_bias,-0.1775613477
1.00,23,search,covered,0
1.00,23,social,relative_bias,-0.2782270064
1.00,23,social,covered,0
1.00,23,ooh,relative_bias,0.176655069
1.00,23,ooh,covered,1
1.00,23,all,median_abs_relative_bias,0.1775613477
1.00,23,all,spearman,1
1.00,23,all,regret,0.208402013
1.00,23,all,beats_status_quo,1
1.00,23,all,achievable_lift_share,0.01031974125
1.00,23,all,shortfall_from_optimum_share,0.00215065485
1.00,23,all,loss_vs_status_quo_share,-0.008169086399
1.00,23,all,n_agreeing,3
1.00,24,tv,relative_bias,0.4173946854
1.00,24,tv,covered,0
1.00,24,video,relative_bias,0.2762397548
1.00,24,video,covered,0
1.00,24,search,relative_bias,-0.6945110988
1.00,24,search,covered,0
1.00,24,social,relative_bias,-0.4142319838
1.00,24,social,covered,0
1.00,24,ooh,relative_bias,5.820787294
1.00,24,ooh,covered,0
1.00,24,all,median_abs_relative_bias,0.4173946854
1.00,24,all,spearman,0.6
1.00,24,all,regret,2.807566456
1.00,24,all,beats_status_quo,0
1.00,24,all,achievable_lift_share,0.01121989346
1.00,24,all,shortfall_from_optimum_share,0.03150059652
1.00,24,all,loss_vs_status_quo_share,0.02028070306
1.00,24,all,n_agreeing,3
1.00,25,tv,relative_bias,0.4149421813
1.00,25,tv,covered,0
1.00,25,video,relative_bias,0.005428920962
1.00,25,video,covered,1
1.00,25,search,relative_bias,-0.1659664337
1.00,25,search,covered,0
1.00,25,social,relative_bias,0.2054499399
1.00,25,social,covered,1
1.00,25,ooh,relative_bias,-0.07573612932
1.00,25,ooh,covered,1
1.00,25,all,median_abs_relative_bias,0.1659664337
1.00,25,all,spearman,0.9
1.00,25,all,regret,0.2043728804
1.00,25,all,beats_status_quo,1
1.00,25,all,achievable_lift_share,0.009019555238
1.00,25,all,shortfall_from_optimum_share,0.001843352484
1.00,25,all,loss_vs_status_quo_share,-0.007176202754
1.00,25,all,n_agreeing,3
1.00,26,tv,relative_bias,0.2616350475
1.00,26,tv,covered,0
1.00,26,video,relative_bias,0.7395844451
1.00,26,video,covered,0
1.00,26,search,relative_bias,0.2290472886
1.00,26,search,covered,0
1.00,26,social,relative_bias,0.2796811009
1.00,26,social,covered,1
1.00,26,ooh,relative_bias,1.503011798
1.00,26,ooh,covered,0
1.00,26,all,median_abs_relative_bias,0.2796811009
1.00,26,all,spearman,1
1.00,26,all,regret,0.8131865656
1.00,26,all,beats_status_quo,1
1.00,26,all,achievable_lift_share,0.008939537764
1.00,26,all,shortfall_from_optimum_share,0.007269512012
1.00,26,all,loss_vs_status_quo_share,-0.001670025752
1.00,26,all,n_agreeing,3
1.00,27,tv,relative_bias,2.188725467
1.00,27,tv,covered,0
1.00,27,video,relative_bias,1.145111914
1.00,27,video,covered,0
1.00,27,search,relative_bias,-0.2861457596
1.00,27,search,covered,0
1.00,27,social,relative_bias,0.1499373936
1.00,27,social,covered,1
1.00,27,ooh,relative_bias,2.631723243
1.00,27,ooh,covered,0
1.00,27,all,median_abs_relative_bias,1.145111914
1.00,27,all,spearman,0.6
1.00,27,all,regret,0.4171612299
1.00,27,all,beats_status_quo,1
1.00,27,all,achievable_lift_share,0.007770229536
1.00,27,all,shortfall_from_optimum_share,0.00324143851
1.00,27,all,loss_vs_status_quo_share,-0.004528791026
1.00,27,all,n_agreeing,3
1.00,28,tv,relative_bias,0.1489848782
1.00,28,tv,covered,0
1.00,28,video,relative_bias,1.373629671
1.00,28,video,covered,0
1.00,28,search,relative_bias,-0.1811058731
1.00,28,search,covered,0
1.00,28,social,relative_bias,2.237943055
1.00,28,social,covered,0
1.00,28,ooh,relative_bias,-0.2531665016
1.00,28,ooh,covered,0
1.00,28,all,median_abs_relative_bias,0.2531665016
1.00,28,all,spearman,0.8
1.00,28,all,regret,0.0516861308
1.00,28,all,beats_status_quo,1
1.00,28,all,achievable_lift_share,0.009174629999
1.00,28,all,shortfall_from_optimum_share,0.0004742011261
1.00,28,all,loss_vs_status_quo_share,-0.008700428873
1.00,28,all,n_agreeing,3
1.00,29,tv,relative_bias,0.8980675465
1.00,29,tv,covered,0
1.00,29,video,relative_bias,1.343257927
1.00,29,video,covered,0
1.00,29,search,relative_bias,-0.4074028105
1.00,29,search,covered,0
1.00,29,social,relative_bias,0.5411926643
1.00,29,social,covered,0
1.00,29,ooh,relative_bias,0.5143961137
1.00,29,ooh,covered,1
1.00,29,all,median_abs_relative_bias,0.5411926643
1.00,29,all,spearman,0.9
1.00,29,all,regret,0.6621712638
1.00,29,all,beats_status_quo,1
1.00,29,all,achievable_lift_share,0.0081785985
1.00,29,all,shortfall_from_optimum_share,0.005415632905
1.00,29,all,loss_vs_status_quo_share,-0.002762965595
1.00,29,all,n_agreeing,3
1.00,30,tv,relative_bias,1.014301873
1.00,30,tv,covered,0
1.00,30,video,relative_bias,0.4577008167
1.00,30,video,covered,0
1.00,30,search,relative_bias,0.2705505027
1.00,30,search,covered,0
1.00,30,social,relative_bias,-0.2868325989
1.00,30,social,covered,0
1.00,30,ooh,relative_bias,1.152153405
1.00,30,ooh,covered,0
1.00,30,all,median_abs_relative_bias,0.4577008167
1.00,30,all,spearman,0.9
1.00,30,all,regret,1.309774926
1.00,30,all,beats_status_quo,0
1.00,30,all,achievable_lift_share,0.009096995006
1.00,30,all,shortfall_from_optimum_share,0.01191501596
1.00,30,all,loss_vs_status_quo_share,0.002818020957
1.00,30,all,n_agreeing,3
1.00,31,tv,relative_bias,0.6661915115
1.00,31,tv,covered,0
1.00,31,video,relative_bias,0.8389061403
1.00,31,video,covered,0
1.00,31,search,relative_bias,-0.3386360968
1.00,31,search,covered,0
1.00,31,social,relative_bias,-0.1941494773
1.00,31,social,covered,1
1.00,31,ooh,relative_bias,3.257887348
1.00,31,ooh,covered,0
1.00,31,all,median_abs_relative_bias,0.6661915115
1.00,31,all,spearman,0.7
1.00,31,all,regret,0.4288265875
1.00,31,all,beats_status_quo,1
1.00,31,all,achievable_lift_share,0.009176859109
1.00,31,all,shortfall_from_optimum_share,0.003935281176
1.00,31,all,loss_vs_status_quo_share,-0.005241577933
1.00,31,all,n_agreeing,3
1.00,32,tv,relative_bias,-0.1844401278
1.00,32,tv,covered,0
1.00,32,video,relative_bias,0.03377185703
1.00,32,video,covered,1
1.00,32,search,relative_bias,-0.01612495481
1.00,32,search,covered,1
1.00,32,social,relative_bias,0.6210784165
1.00,32,social,covered,0
1.00,32,ooh,relative_bias,0.6967336685
1.00,32,ooh,covered,0
1.00,32,all,median_abs_relative_bias,0.1844401278
1.00,32,all,spearman,0.9
1.00,32,all,regret,0.6015388908
1.00,32,all,beats_status_quo,1
1.00,32,all,achievable_lift_share,0.00849051678
1.00,32,all,shortfall_from_optimum_share,0.005107376046
1.00,32,all,loss_vs_status_quo_share,-0.003383140734
1.00,32,all,n_agreeing,3
1.00,33,tv,relative_bias,-0.1269227032
1.00,33,tv,covered,0
1.00,33,video,relative_bias,0.180733075
1.00,33,video,covered,0
1.00,33,search,relative_bias,0.2734076599
1.00,33,search,covered,0
1.00,33,social,relative_bias,-0.7647917918
1.00,33,social,covered,0
1.00,33,ooh,relative_bias,0.6672942014
1.00,33,ooh,covered,0
1.00,33,all,median_abs_relative_bias,0.2734076599
1.00,33,all,spearman,0.9
1.00,33,all,regret,1.093205924
1.00,33,all,beats_status_quo,0
1.00,33,all,achievable_lift_share,0.01107708473
1.00,33,all,shortfall_from_optimum_share,0.01210953465
1.00,33,all,loss_vs_status_quo_share,0.001032449913
1.00,33,all,n_agreeing,3
1.00,34,tv,relative_bias,1.385558905
1.00,34,tv,covered,0
1.00,34,video,relative_bias,0.9866416324
1.00,34,video,covered,0
1.00,34,search,relative_bias,-0.6431739511
1.00,34,search,covered,0
1.00,34,social,relative_bias,0.4533629328
1.00,34,social,covered,0
1.00,34,ooh,relative_bias,-0.2332779587
1.00,34,ooh,covered,1
1.00,34,all,median_abs_relative_bias,0.6431739511
1.00,34,all,spearman,0.9
1.00,34,all,regret,1.898130473
1.00,34,all,beats_status_quo,0
1.00,34,all,achievable_lift_share,0.01072986534
1.00,34,all,shortfall_from_optimum_share,0.02036668437
1.00,34,all,loss_vs_status_quo_share,0.009636819031
1.00,34,all,n_agreeing,3
1.00,35,tv,relative_bias,0.3404454089
1.00,35,tv,covered,0
1.00,35,video,relative_bias,-0.4351036885
1.00,35,video,covered,0
1.00,35,search,relative_bias,-0.6535839656
1.00,35,search,covered,0
1.00,35,social,relative_bias,1.311743442
1.00,35,social,covered,0
1.00,35,ooh,relative_bias,0.7403162017
1.00,35,ooh,covered,0
1.00,35,all,median_abs_relative_bias,0.6535839656
1.00,35,all,spearman,0.5
1.00,35,all,regret,4.86723647
1.00,35,all,beats_status_quo,0
1.00,35,all,achievable_lift_share,0.008958144492
1.00,35,all,shortfall_from_optimum_share,0.04360140757
1.00,35,all,loss_vs_status_quo_share,0.03464326308
1.00,35,all,n_agreeing,3
1.00,36,tv,relative_bias,0.3781642407
1.00,36,tv,covered,0
1.00,36,video,relative_bias,-0.02135915363
1.00,36,video,covered,1
1.00,36,search,relative_bias,-0.5470824391
1.00,36,search,covered,0
1.00,36,social,relative_bias,-0.3908179905
1.00,36,social,covered,0
1.00,36,ooh,relative_bias,-0.3306223237
1.00,36,ooh,covered,0
1.00,36,all,median_abs_relative_bias,0.3781642407
1.00,36,all,spearman,1
1.00,36,all,regret,2.158155803
1.00,36,all,beats_status_quo,0
1.00,36,all,achievable_lift_share,0.009211625362
1.00,36,all,shortfall_from_optimum_share,0.01988012273
1.00,36,all,loss_vs_status_quo_share,0.01066849737
1.00,36,all,n_agreeing,7
1.00,37,tv,relative_bias,2.113522848
1.00,37,tv,covered,0
1.00,37,video,relative_bias,-0.2762534967
1.00,37,video,covered,0
1.00,37,search,relative_bias,-0.2139064686
1.00,37,search,covered,0
1.00,37,social,relative_bias,-0.5326331897
1.00,37,social,covered,0
1.00,37,ooh,relative_bias,-0.2486964012
1.00,37,ooh,covered,0
1.00,37,all,median_abs_relative_bias,0.2762534967
1.00,37,all,spearman,1
1.00,37,all,regret,1.199285436
1.00,37,all,beats_status_quo,0
1.00,37,all,achievable_lift_share,0.01029574462
1.00,37,all,shortfall_from_optimum_share,0.01234753657
1.00,37,all,loss_vs_status_quo_share,0.00205179195
1.00,37,all,n_agreeing,7
1.00,38,tv,relative_bias,0.2697535222
1.00,38,tv,covered,0
1.00,38,video,relative_bias,1.073149285
1.00,38,video,covered,0
1.00,38,search,relative_bias,-0.4657760689
1.00,38,search,covered,0
1.00,38,social,relative_bias,-0.5412961759
1.00,38,social,covered,0
1.00,38,ooh,relative_bias,1.939793951
1.00,38,ooh,covered,0
1.00,38,all,median_abs_relative_bias,0.5412961759
1.00,38,all,spearman,0.7
1.00,38,all,regret,1.571306492
1.00,38,all,beats_status_quo,0
1.00,38,all,achievable_lift_share,0.008015372961
1.00,38,all,shortfall_from_optimum_share,0.01259460757
1.00,38,all,loss_vs_status_quo_share,0.004579234605
1.00,38,all,n_agreeing,3
1.00,39,tv,relative_bias,-0.1224111628
1.00,39,tv,covered,0
1.00,39,video,relative_bias,0.251721859
1.00,39,video,covered,0
1.00,39,search,relative_bias,-0.3537042254
1.00,39,search,covered,0
1.00,39,social,relative_bias,0.06691619199
1.00,39,social,covered,1
1.00,39,ooh,relative_bias,-0.29408856
1.00,39,ooh,covered,0
1.00,39,all,median_abs_relative_bias,0.251721859
1.00,39,all,spearman,0.9
1.00,39,all,regret,0.1305995742
1.00,39,all,beats_status_quo,1
1.00,39,all,achievable_lift_share,0.01055428667
1.00,39,all,shortfall_from_optimum_share,0.001378385346
1.00,39,all,loss_vs_status_quo_share,-0.009175901324
1.00,39,all,n_agreeing,7
1.00,40,tv,relative_bias,0.67647846
1.00,40,tv,covered,0
1.00,40,video,relative_bias,-0.287232338
1.00,40,video,covered,0
1.00,40,search,relative_bias,-0.7537825823
1.00,40,search,covered,0
1.00,40,social,relative_bias,1.003832802
1.00,40,social,covered,0
1.00,40,ooh,relative_bias,-0.3473053356
1.00,40,ooh,covered,0
1.00,40,all,median_abs_relative_bias,0.67647846
1.00,40,all,spearman,0.7
1.00,40,all,regret,1.875404748
1.00,40,all,beats_status_quo,0
1.00,40,all,achievable_lift_share,0.01113611779
1.00,40,all,shortfall_from_optimum_share,0.02088472817
1.00,40,all,loss_vs_status_quo_share,0.009748610388
1.00,40,all,n_agreeing,3
1.00,41,tv,relative_bias,0.4495285911
1.00,41,tv,covered,0
1.00,41,video,relative_bias,0.2311644391
1.00,41,video,covered,0
1.00,41,search,relative_bias,0.08241368326
1.00,41,search,covered,1
1.00,41,social,relative_bias,-0.2216019146
1.00,41,social,covered,0
1.00,41,ooh,relative_bias,0.09259130014
1.00,41,ooh,covered,1
1.00,41,all,median_abs_relative_bias,0.2216019146
1.00,41,all,spearman,1
1.00,41,all,regret,0.143439773
1.00,41,all,beats_status_quo,1
1.00,41,all,achievable_lift_share,0.008844509103
1.00,41,all,shortfall_from_optimum_share,0.001268654378
1.00,41,all,loss_vs_status_quo_share,-0.007575854725
1.00,41,all,n_agreeing,3
1.00,42,tv,relative_bias,0.1281040566
1.00,42,tv,covered,0
1.00,42,video,relative_bias,0.7731590702
1.00,42,video,covered,0
1.00,42,search,relative_bias,-0.1374107907
1.00,42,search,covered,1
1.00,42,social,relative_bias,-0.1659978188
1.00,42,social,covered,0
1.00,42,ooh,relative_bias,1.81543562
1.00,42,ooh,covered,0
1.00,42,all,median_abs_relative_bias,0.1659978188
1.00,42,all,spearman,0.9
1.00,42,all,regret,0.6949279255
1.00,42,all,beats_status_quo,1
1.00,42,all,achievable_lift_share,0.01162481502
1.00,42,all,shortfall_from_optimum_share,0.008078408587
1.00,42,all,loss_vs_status_quo_share,-0.003546406433
1.00,42,all,n_agreeing,7
1.00,43,tv,relative_bias,-0.3588301432
1.00,43,tv,covered,0
1.00,43,video,relative_bias,-0.3634534983
1.00,43,video,covered,0
1.00,43,search,relative_bias,-0.688272412
1.00,43,search,covered,0
1.00,43,social,relative_bias,0.2479731775
1.00,43,social,covered,1
1.00,43,ooh,relative_bias,0.6645458279
1.00,43,ooh,covered,0
1.00,43,all,median_abs_relative_bias,0.3634534983
1.00,43,all,spearman,0.5
1.00,43,all,regret,2.497397524
1.00,43,all,beats_status_quo,0
1.00,43,all,achievable_lift_share,0.009538974971
1.00,43,all,shortfall_from_optimum_share,0.02382261248
1.00,43,all,loss_vs_status_quo_share,0.01428363751
1.00,43,all,n_agreeing,3
1.00,44,tv,relative_bias,0.03264291599
1.00,44,tv,covered,1
1.00,44,video,relative_bias,1.352317452
1.00,44,video,covered,0
1.00,44,search,relative_bias,-0.3145105383
1.00,44,search,covered,0
1.00,44,social,relative_bias,0.5640466813
1.00,44,social,covered,0
1.00,44,ooh,relative_bias,0.6162308491
1.00,44,ooh,covered,0
1.00,44,all,median_abs_relative_bias,0.5640466813
1.00,44,all,spearman,0.8
1.00,44,all,regret,0.6646537
1.00,44,all,beats_status_quo,1
1.00,44,all,achievable_lift_share,0.00673060389
1.00,44,all,shortfall_from_optimum_share,0.004473520779
1.00,44,all,loss_vs_status_quo_share,-0.002257083111
1.00,44,all,n_agreeing,3
1.00,45,tv,relative_bias,0.1961421239
1.00,45,tv,covered,1
1.00,45,video,relative_bias,-0.4120761444
1.00,45,video,covered,0
1.00,45,search,relative_bias,-0.1217624061
1.00,45,search,covered,0
1.00,45,social,relative_bias,-0.7238263515
1.00,45,social,covered,0
1.00,45,ooh,relative_bias,1.070147937
1.00,45,ooh,covered,0
1.00,45,all,median_abs_relative_bias,0.4120761444
1.00,45,all,spearman,0.8
1.00,45,all,regret,1.781268606
1.00,45,all,beats_status_quo,0
1.00,45,all,achievable_lift_share,0.0083590376
1.00,45,all,shortfall_from_optimum_share,0.01488969125
1.00,45,all,loss_vs_status_quo_share,0.006530653654
1.00,45,all,n_agreeing,3
1.00,46,tv,relative_bias,-0.1823763804
1.00,46,tv,covered,0
1.00,46,video,relative_bias,0.3503581574
1.00,46,video,covered,0
1.00,46,search,relative_bias,-0.09017944901
1.00,46,search,covered,1
1.00,46,social,relative_bias,2.097668835
1.00,46,social,covered,0
1.00,46,ooh,relative_bias,1.926654415
1.00,46,ooh,covered,0
1.00,46,all,median_abs_relative_bias,0.3503581574
1.00,46,all,spearman,0.4
1.00,46,all,regret,0.7330528776
1.00,46,all,beats_status_quo,1
1.00,46,all,achievable_lift_share,0.006505008899
1.00,46,all,shortfall_from_optimum_share,0.004768515492
1.00,46,all,loss_vs_status_quo_share,-0.001736493407
1.00,46,all,n_agreeing,3
1.00,47,tv,relative_bias,0.03335625998
1.00,47,tv,covered,1
1.00,47,video,relative_bias,0.1798513825
1.00,47,video,covered,0
1.00,47,search,relative_bias,-0.4269579705
1.00,47,search,covered,0
1.00,47,social,relative_bias,-0.1662772432
1.00,47,social,covered,1
1.00,47,ooh,relative_bias,0.2671901192
1.00,47,ooh,covered,0
1.00,47,all,median_abs_relative_bias,0.1798513825
1.00,47,all,spearman,1
1.00,47,all,regret,0.7513148532
1.00,47,all,beats_status_quo,1
1.00,47,all,achievable_lift_share,0.007330739824
1.00,47,all,shortfall_from_optimum_share,0.005507693715
1.00,47,all,loss_vs_status_quo_share,-0.00182304611
1.00,47,all,n_agreeing,3
1.00,48,tv,relative_bias,1.339933195
1.00,48,tv,covered,0
1.00,48,video,relative_bias,-0.1706971049
1.00,48,video,covered,0
1.00,48,search,relative_bias,0.3298788758
1.00,48,search,covered,0
1.00,48,social,relative_bias,-0.5684911109
1.00,48,social,covered,0
1.00,48,ooh,relative_bias,-0.4119238194
1.00,48,ooh,covered,0
1.00,48,all,median_abs_relative_bias,0.4119238194
1.00,48,all,spearman,0.9
1.00,48,all,regret,1.001670565
1.00,48,all,beats_status_quo,0
1.00,48,all,achievable_lift_share,0.009356566835
1.00,48,all,shortfall_from_optimum_share,0.009372197584
1.00,48,all,loss_vs_status_quo_share,1.563074897e-05
1.00,48,all,n_agreeing,3
