spend_log_sd,seed,channel,metric,value
0.15,145,tv,covered,0
0.15,145,video,relative_bias,-0.3499115543
0.15,145,video,covered,1
0.15,145,search,relative_bias,-0.2845562977
0.15,145,search,covered,1
0.15,145,social,relative_bias,0.3981282854
0.15,145,social,covered,1
0.15,145,ooh,relative_bias,10.94534934
0.15,145,ooh,covered,0
0.15,145,all,median_abs_relative_bias,0.3981282854
0.15,145,all,spearman,-0.9
0.15,145,all,regret,5.880374316
0.15,145,all,beats_status_quo,0
0.15,145,all,achievable_lift_share,0.01173329909
0.15,145,all,shortfall_from_optimum_share,0.06899619059
0.15,145,all,loss_vs_status_quo_share,0.0572628915
0.15,145,all,n_agreeing,3
0.15,146,tv,relative_bias,1.131308119
0.15,146,tv,covered,0
0.15,146,video,relative_bias,-0.4961073614
0.15,146,video,covered,0
0.15,146,search,relative_bias,-0.889275175
0.15,146,search,covered,0
0.15,146,social,relative_bias,-1
0.15,146,social,covered,0
0.15,146,ooh,relative_bias,-1
0.15,146,ooh,covered,1
0.15,146,all,median_abs_relative_bias,1
0.15,146,all,spearman,0.9746794345
0.15,146,all,regret,3.311190402
0.15,146,all,beats_status_quo,0
0.15,146,all,achievable_lift_share,0.01174574028
0.15,146,all,shortfall_from_optimum_share,0.03889238247
0.15,146,all,loss_vs_status_quo_share,0.0271466422
0.15,146,all,n_agreeing,3
0.15,147,tv,relative_bias,-0.610796853
0.15,147,tv,covered,0
0.15,147,video,relative_bias,-0.8878257879
0.15,147,video,covered,0
0.15,147,search,relative_bias,-0.8351671882
0.15,147,search,covered,0
0.15,147,social,relative_bias,-0.8283093032
0.15,147,social,covered,0
0.15,147,ooh,relative_bias,1.99718882
0.15,147,ooh,covered,1
0.15,147,all,median_abs_relative_bias,0.8351671882
0.15,147,all,spearman,0.3
0.15,147,all,regret,2.83695717
0.15,147,all,beats_status_quo,0
0.15,147,all,achievable_lift_share,0.01177014549
0.15,147,all,shortfall_from_optimum_share,0.03339139862
0.15,147,all,loss_vs_status_quo_share,0.02162125314
0.15,147,all,n_agreeing,3
0.15,148,tv,relative_bias,1.903082397
0.15,148,tv,covered,0
0.15,148,video,relative_bias,-0.1314216065
0.15,148,video,covered,1
0.15,148,search,relative_bias,-0.4162981857
0.15,148,search,covered,1
0.15,148,social,relative_bias,0.1915768592
0.15,148,social,covered,1
0.15,148,ooh,relative_bias,1.095377476
0.15,148,ooh,covered,1
0.15,148,all,median_abs_relative_bias,0.4162981857
0.15,148,all,spearman,0.9
0.15,148,all,regret,1.382427189
0.15,148,all,beats_status_quo,0
0.15,148,all,achievable_lift_share,0.01169346488
0.15,148,all,shortfall_from_optimum_share,0.01616536378
0.15,148,all,loss_vs_status_quo_share,0.0044718989
0.15,148,all,n_agreeing,3
0.15,149,tv,relative_bias,1.380768877
0.15,149,tv,covered,0
0.15,149,video,relative_bias,-0.325966101
0.15,149,video,covered,1
0.15,149,search,relative_bias,-0.5041153348
0.15,149,search,covered,0
0.15,149,social,relative_bias,-0.4996050508
0.15,149,social,covered,1
0.15,149,ooh,relative_bias,-1
0.15,149,ooh,covered,1
0.15,149,all,median_abs_relative_bias,0.5041153348
0.15,149,all,spearman,1
0.15,149,all,regret,0.9234610293
0.15,149,all,beats_status_quo,1
0.15,149,all,achievable_lift_share,0.01207902571
0.15,149,all,shortfall_from_optimum_share,0.01115450951
0.15,149,all,loss_vs_status_quo_share,-0.000924516195
0.15,149,all,n_agreeing,3
0.15,150,tv,relative_bias,-0.7333906269
0.15,150,tv,covered,0
0.15,150,video,relative_bias,0.3573409721
0.15,150,video,covered,1
0.15,150,search,relative_bias,0.370351733
0.15,150,search,covered,1
0.15,150,social,relative_bias,-0.5497688483
0.15,150,social,covered,0
0.15,150,ooh,relative_bias,4.900445791
0.15,150,ooh,covered,0
0.15,150,all,median_abs_relative_bias,0.5497688483
0.15,150,all,spearman,0.2
0.15,150,all,regret,5.179040191
0.15,150,all,beats_status_quo,0
0.15,150,all,achievable_lift_share,0.01192260242
0.15,150,all,shortfall_from_optimum_share,0.06174763712
0.15,150,all,loss_vs_status_quo_share,0.0498250347
0.15,150,all,n_agreeing,3
0.15,151,tv,relative_bias,-0.4918867131
0.15,151,tv,covered,0
0.15,151,video,relative_bias,0.2318580074
0.15,151,video,covered,1
0.15,151,search,relative_bias,0.2101000926
0.15,151,search,covered,1
0.15,151,social,relative_bias,2.997957219
0.15,151,social,covered,1
0.15,151,ooh,relative_bias,0.004893281221
0.15,151,ooh,covered,1
0.15,151,all,median_abs_relative_bias,0.2318580074
0.15,151,all,spearman,0.1
0.15,151,all,regret,4.923971181
0.15,151,all,beats_status_quo,0
0.15,151,all,achievable_lift_share,0.01162064133
0.15,151,all,shortfall_from_optimum_share,0.057219703
0.15,151,all,loss_vs_status_quo_share,0.04559906167
0.15,151,all,n_agreeing,3
0.15,152,tv,relative_bias,-0.6705105364
0.15,152,tv,covered,0
0.15,152,video,relative_bias,2.5517785
0.15,152,video,covered,0
0.15,152,search,relative_bias,-0.1408545663
0.15,152,search,covered,1
0.15,152,social,relative_bias,2.8459429
0.15,152,social,covered,0
0.15,152,ooh,relative_bias,-0.1192105455
0.15,152,ooh,covered,1
0.15,152,all,median_abs_relative_bias,0.6705105364
0.15,152,all,spearman,0.3
0.15,152,all,regret,6.38065586
0.15,152,all,beats_status_quo,0
0.15,152,all,achievable_lift_share,0.01220437883
0.15,152,all,shortfall_from_optimum_share,0.0778719413
0.15,152,all,loss_vs_status_quo_share,0.06566756247
0.15,152,all,n_agreeing,3
0.15,153,tv,relative_bias,-0.2369305915
0.15,153,tv,covered,1
0.15,153,video,relative_bias,0.1637800592
0.15,153,video,covered,1
0.15,153,search,relative_bias,-0.1480425958
0.15,153,search,covered,1
0.15,153,social,relative_bias,-0.1079265954
0.15,153,social,covered,1
0.15,153,ooh,relative_bias,1.808154136
0.15,153,ooh,covered,1
0.15,153,all,median_abs_relative_bias,0.1637800592
0.15,153,all,spearman,0.9
0.15,153,all,regret,3.056048175
0.15,153,all,beats_status_quo,0
0.15,153,all,achievable_lift_share,0.01171325804
0.15,153,all,shortfall_from_optimum_share,0.03579628085
0.15,153,all,loss_vs_status_quo_share,0.02408302282
0.15,153,all,n_agreeing,3
0.15,154,tv,relative_bias,1.701952159
0.15,154,tv,covered,0
0.15,154,video,relative_bias,-0.8438906708
0.15,154,video,covered,0
0.15,154,search,relative_bias,0.5933130473
0.15,154,search,covered,1
0.15,154,social,relative_bias,-0.008724121565
0.15,154,social,covered,1
0.15,154,ooh,relative_bias,3.201732475
0.15,154,ooh,covered,1
0.15,154,all,median_abs_relative_bias,0.8438906708
0.15,154,all,spearman,0.3
0.15,154,all,regret,3.225601994
0.15,154,all,beats_status_quo,0
0.15,154,all,achievable_lift_share,0.01179872899
0.15,154,all,shortfall_from_optimum_share,0.03805800377
0.15,154,all,loss_vs_status_quo_share,0.02625927478
0.15,154,all,n_agreeing,3
0.15,155,tv,relative_bias,1.101648582
0.15,155,tv,covered,0
0.15,155,video,relative_bias,8.720573982
0.15,155,video,covered,0
0.15,155,search,relative_bias,-1
0.15,155,search,covered,0
0.15,155,social,relative_bias,-1
0.15,155,social,covered,0
0.15,155,ooh,relative_bias,-1
0.15,155,ooh,covered,0
0.15,155,all,median_abs_relative_bias,1
0.15,155,all,spearman,0.7826237921
0.15,155,all,regret,3.238212852
0.15,155,all,beats_status_quo,0
0.15,155,all,achievable_lift_share,0.01184493373
0.15,155,all,shortfall_from_optimum_share,0.03835641663
0.15,155,all,loss_vs_status_quo_share,0.0265114829
0.15,155,all,n_agreeing,3
0.15,156,tv,relative_bias,0.4620445348
0.15,156,tv,covered,1
0.15,156,video,relative_bias,1.545845097
0.15,156,video,covered,0
0.15,156,search,relative_bias,-0.06476994228
0.15,156,search,covered,1
0.15,156,social,relative_bias,-1
0.15,156,social,covered,1
0.15,156,ooh,relative_bias,4.031867055
0.15,156,ooh,covered,1
0.15,156,all,median_abs_relative_bias,1
0.15,156,all,spearman,0.7
0.15,156,all,regret,2.944352861
0.15,156,all,beats_status_quo,0
0.15,156,all,achievable_lift_share,0.01144793498
0.15,156,all,shortfall_from_optimum_share,0.0337067601
0.15,156,all,loss_vs_status_quo_share,0.02225882513
0.15,156,all,n_agreeing,3
0.15,157,tv,relative_bias,-0.4684557006
0.15,157,tv,covered,0
0.15,157,video,relative_bias,-0.5003767128
0.15,157,video,covered,0
0.15,157,search,relative_bias,-0.01229067033
0.15,157,search,covered,1
0.15,157,social,relative_bias,-1
0.15,157,social,covered,1
0.15,157,ooh,relative_bias,1.239580256
0.15,157,ooh,covered,1
0.15,157,all,median_abs_relative_bias,0.5003767128
0.15,157,all,spearman,0.8
0.15,157,all,regret,1.785906979
0.15,157,all,beats_status_quo,0
0.15,157,all,achievable_lift_share,0.01184740105
0.15,157,all,shortfall_from_optimum_share,0.02115835622
0.15,157,all,loss_vs_status_quo_share,0.00931095517
0.15,157,all,n_agreeing,3
0.15,158,tv,relative_bias,-0.429159387
0.15,158,tv,covered,0
0.15,158,video,relative_bias,-0.5722471401
0.15,158,video,covered,0
0.15,158,search,relative_bias,-0.5395848385
0.15,158,search,covered,1
0.15,158,social,relative_bias,-0.3928254248
0.15,158,social,covered,1
0.15,158,ooh,relative_bias,0.4782663013
0.15,158,ooh,covered,1
0.15,158,all,median_abs_relative_bias,0.4782663013
0.15,158,all,spearman,1
0.15,158,all,regret,6.851043416
0.15,158,all,beats_status_quo,0
0.15,158,all,achievable_lift_share,0.01192865501
0.15,158,all,shortfall_from_optimum_share,0.08172373336
0.15,158,all,loss_vs_status_quo_share,0.06979507835
0.15,158,all,n_agreeing,3
0.15,159,tv,relative_bias,0.8914362981
0.15,159,tv,covered,0
0.15,159,video,relative_bias,-0.3816715462
0.15,159,video,covered,0
0.15,159,search,relative_bias,0.09000819116
0.15,159,search,covered,1
0.15,159,social,relative_bias,-0.9673823869
0.15,159,social,covered,0
0.15,159,ooh,relative_bias,7.777123344
0.15,159,ooh,covered,1
0.15,159,all,median_abs_relative_bias,0.8914362981
0.15,159,all,spearman,0.3
0.15,159,all,regret,1.646175597
0.15,159,all,beats_status_quo,0
0.15,159,all,achievable_lift_share,0.01180574327
0.15,159,all,shortfall_from_optimum_share,0.01943432648
0.15,159,all,loss_vs_status_quo_share,0.007628583208
0.15,159,all,n_agreeing,3
0.15,160,tv,relative_bias,-0.6899368631
0.15,160,tv,covered,0
0.15,160,video,relative_bias,-0.9215451596
0.15,160,video,covered,0
0.15,160,search,relative_bias,-0.8005727172
0.15,160,search,covered,0
0.15,160,social,relative_bias,-0.8814524635
0.15,160,social,covered,0
0.15,160,ooh,relative_bias,0.9561072591
0.15,160,ooh,covered,1
0.15,160,all,median_abs_relative_bias,0.8814524635
0.15,160,all,spearman,0.3
0.15,160,all,regret,3.550613387
0.15,160,all,beats_status_quo,0
0.15,160,all,achievable_lift_share,0.01221432895
0.15,160,all,shortfall_from_optimum_share,0.04336835989
0.15,160,all,loss_vs_status_quo_share,0.03115403094
0.15,160,all,n_agreeing,3
0.15,161,tv,relative_bias,-0.3862191095
0.15,161,tv,covered,0
0.15,161,video,relative_bias,-0.3186487618
0.15,161,video,covered,0
0.15,161,search,relative_bias,0.1966896886
0.15,161,search,covered,1
0.15,161,social,relative_bias,0.3603690771
0.15,161,social,covered,1
0.15,161,ooh,relative_bias,1.454994266
0.15,161,ooh,covered,1
0.15,161,all,median_abs_relative_bias,0.3603690771
0.15,161,all,spearman,0.7
0.15,161,all,regret,0.4778816071
0.15,161,all,beats_status_quo,1
0.15,161,all,achievable_lift_share,0.01203144301
0.15,161,all,shortfall_from_optimum_share,0.005749605322
0.15,161,all,loss_vs_status_quo_share,-0.006281837688
0.15,161,all,n_agreeing,3
0.15,162,tv,relative_bias,0.5391965023
0.15,162,tv,covered,0
0.15,162,video,relative_bias,2.453311995
0.15,162,video,covered,0
0.15,162,search,relative_bias,0.1651401228
0.15,162,search,covered,1
0.15,162,social,relative_bias,-0.8325128138
0.15,162,social,covered,0
0.15,162,ooh,relative_bias,-1
0.15,162,ooh,covered,1
0.15,162,all,median_abs_relative_bias,0.8325128138
0.15,162,all,spearman,0.9
0.15,162,all,regret,2.196043314
0.15,162,all,beats_status_quo,0
0.15,162,all,achievable_lift_share,0.01164594152
0.15,162,all,shortfall_from_optimum_share,0.02557499202
0.15,162,all,loss_vs_status_quo_share,0.0139290505
0.15,162,all,n_agreeing,3
0.15,163,tv,relative_bias,-0.05377247917
0.15,163,tv,covered,0
0.15,163,video,relative_bias,-0.5675327988
0.15,163,video,covered,0
0.15,163,search,relative_bias,0.0451677223
0.15,163,search,covered,1
0.15,163,social,relative_bias,-0.5283215068
0.15,163,social,covered,0
0.15,163,ooh,relative_bias,3.041100029
0.15,163,ooh,covered,1
0.15,163,all,median_abs_relative_bias,0.5283215068
0.15,163,all,spearman,0.5
0.15,163,all,regret,5.91504488
0.15,163,all,beats_status_quo,0
0.15,163,all,achievable_lift_share,0.01175870513
0.15,163,all,shortfall_from_optimum_share,0.0695532686
0.15,163,all,loss_vs_status_quo_share,0.05779456347
0.15,163,all,n_agreeing,3
0.15,164,tv,relative_bias,-0.866526949
0.15,164,tv,covered,0
0.15,164,video,relative_bias,-0.6909928212
0.15,164,video,covered,0
0.15,164,search,relative_bias,-0.1826304276
0.15,164,search,covered,1
0.15,164,social,relative_bias,-0.5259361882
0.15,164,social,covered,0
0.15,164,ooh,relative_bias,3.303603875
0.15,164,ooh,covered,0
0.15,164,all,median_abs_relative_bias,0.6909928212
0.15,164,all,spearman,-0.7
0.15,164,all,regret,6.357286737
0.15,164,all,beats_status_quo,0
0.15,164,all,achievable_lift_share,0.01177761998
0.15,164,all,shortfall_from_optimum_share,0.07487370731
0.15,164,all,loss_vs_status_quo_share,0.06309608732
0.15,164,all,n_agreeing,3
0.15,165,tv,relative_bias,-0.2958899007
0.15,165,tv,covered,0
0.15,165,video,relative_bias,-0.5410896507
0.15,165,video,covered,0
0.15,165,search,relative_bias,0.1183153004
0.15,165,search,covered,1
0.15,165,social,relative_bias,-0.5910875024
0.15,165,social,covered,0
0.15,165,ooh,relative_bias,3.597350971
0.15,165,ooh,covered,0
0.15,165,all,median_abs_relative_bias,0.5410896507
0.15,165,all,spearman,0.5
0.15,165,all,regret,4.234955138
0.15,165,all,beats_status_quo,0
0.15,165,all,achievable_lift_share,0.01183730664
0.15,165,all,shortfall_from_optimum_share,0.05013046258
0.15,165,all,loss_vs_status_quo_share,0.03829315594
0.15,165,all,n_agreeing,3
0.15,166,tv,relative_bias,-0.5775910268
0.15,166,tv,covered,0
0.15,166,video,relative_bias,0.8383046009
0.15,166,video,covered,0
0.15,166,search,relative_bias,0.1276199253
0.15,166,search,covered,1
0.15,166,social,relative_bias,0.1656066779
0.15,166,social,covered,1
0.15,166,ooh,relative_bias,-0.5790620288
0.15,166,ooh,covered,1
0.15,166,all,median_abs_relative_bias,0.5775910268
0.15,166,all,spearman,0.7
0.15,166,all,regret,0.3034716951
0.15,166,all,beats_status_quo,1
0.15,166,all,achievable_lift_share,0.01186971042
0.15,166,all,shortfall_from_optimum_share,0.003602121141
0.15,166,all,loss_vs_status_quo_share,-0.008267589277
0.15,166,all,n_agreeing,3
0.15,167,tv,relative_bias,-0.3275284263
0.15,167,tv,covered,0
0.15,167,video,relative_bias,-0.169561434
0.15,167,video,covered,1
0.15,167,search,relative_bias,-0.4494270697
0.15,167,search,covered,0
0.15,167,social,relative_bias,-0.4031031754
0.15,167,social,covered,1
0.15,167,ooh,relative_bias,-1
0.15,167,ooh,covered,1
0.15,167,all,median_abs_relative_bias,0.4031031754
0.15,167,all,spearman,1
0.15,167,all,regret,1.399024831
0.15,167,all,beats_status_quo,0
0.15,167,all,achievable_lift_share,0.01159128216
0.15,167,all,shortfall_from_optimum_share,0.01621649157
0.15,167,all,loss_vs_status_quo_share,0.004625209406
0.15,167,all,n_agreeing,3
0.15,168,tv,relative_bias,1.776173382
0.15,168,tv,covered,0
0.15,168,video,relative_bias,-0.07383798882
0.15,168,video,covered,1
0.15,168,search,relative_bias,-1
0.15,168,search,covered,0
0.15,168,social,relative_bias,-0.5828378196
0.15,168,social,covered,0
0.15,168,ooh,relative_bias,-1
0.15,168,ooh,covered,1
0.15,168,all,median_abs_relative_bias,1
0.15,168,all,spearman,0.8207826817
0.15,168,all,regret,2.107180146
0.15,168,all,beats_status_quo,0
0.15,168,all,achievable_lift_share,0.01205550423
0.15,168,all,shortfall_from_optimum_share,0.02540311916
0.15,168,all,loss_vs_status_quo_share,0.01334761493
0.15,168,all,n_agreeing,3
0.15,169,tv,relative_bias,0.2497755236
0.15,169,tv,covered,1
0.15,169,video,relative_bias,-0.493456162
0.15,169,video,covered,0
0.15,169,search,relative_bias,-0.08391181661
0.15,169,search,covered,1
0.15,169,social,relative_bias,-1
0.15,169,social,covered,1
0.15,169,ooh,relative_bias,-1
0.15,169,ooh,covered,1
0.15,169,all,median_abs_relative_bias,0.493456162
0.15,169,all,spearman,0.8720815993
0.15,169,all,regret,1.547925882
0.15,169,all,beats_status_quo,0
0.15,169,all,achievable_lift_share,0.01167311635
0.15,169,all,shortfall_from_optimum_share,0.01806911893
0.15,169,all,loss_vs_status_quo_share,0.006396002577
0.15,169,all,n_agreeing,3
0.15,170,tv,relative_bias,-0.7135239795
0.15,170,tv,covered,0
0.15,170,video,relative_bias,0.06155201397
0.15,170,video,covered,0
0.15,170,search,relative_bias,-0.3962934359
0.15,170,search,covered,0
0.15,170,social,relative_bias,-0.963360914
0.15,170,social,covered,0
0.15,170,ooh,relative_bias,0.5914348853
0.15,170,ooh,covered,1
0.15,170,all,median_abs_relative_bias,0.5914348853
0.15,170,all,spearman,0.8
0.15,170,all,regret,4.979162207
0.15,170,all,beats_status_quo,0
0.15,170,all,achievable_lift_share,0.01197914838
0.15,170,all,shortfall_from_optimum_share,0.05964612291
0.15,170,all,loss_vs_status_quo_share,0.04766697452
0.15,170,all,n_agreeing,3
0.15,171,tv,relative_bias,-0.5276102089
0.15,171,tv,covered,0
0.15,171,video,relative_bias,0.3872285471
0.15,171,video,covered,1
0.15,171,search,relative_bias,-0.8117816143
0.15,171,search,covered,0
0.15,171,social,relative_bias,-0.3915544632
0.15,171,social,covered,1
0.15,171,ooh,relative_bias,-0.1394128724
0.15,171,ooh,covered,1
0.15,171,all,median_abs_relative_bias,0.3915544632
0.15,171,all,spearman,0.8
0.15,171,all,regret,2.461743811
0.15,171,all,beats_status_quo,0
0.15,171,all,achievable_lift_share,0.01180974426
0.15,171,all,shortfall_from_optimum_share,0.02907256485
0.15,171,all,loss_vs_status_quo_share,0.01726282059
0.15,171,all,n_agreeing,3
0.15,172,tv,relative_bias,-0.442303431
0.15,172,tv,covered,0
0.15,172,video,relative_bias,0.3562078638
0.15,172,video,covered,1
0.15,172,search,relative_bias,1.614749443
0.15,172,search,covered,0
0.15,172,social,relative_bias,-0.7217013885
0.15,172,social,covered,0
0.15,172,ooh,relative_bias,7.861534865
0.15,172,ooh,covered,1
0.15,172,all,median_abs_relative_bias,0.7217013885
0.15,172,all,spearman,-0.2
0.15,172,all,regret,3.258291582
0.15,172,all,beats_status_quo,0
0.15,172,all,achievable_lift_share,0.0118394701
0.15,172,all,shortfall_from_optimum_share,0.03857644577
0.15,172,all,loss_vs_status_quo_share,0.02673697567
0.15,172,all,n_agreeing,3
0.15,173,tv,relative_bias,-0.2903313164
0.15,173,tv,covered,0
0.15,173,video,relative_bias,0.9439983078
0.15,173,video,covered,1
0.15,173,search,relative_bias,1.961561382
0.15,173,search,covered,0
0.15,173,social,relative_bias,0.6402674213
0.15,173,social,covered,1
0.15,173,ooh,relative_bias,0.2826938986
0.15,173,ooh,covered,1
0.15,173,all,median_abs_relative_bias,0.6402674213
0.15,173,all,spearman,0.6
0.15,173,all,regret,0.404166605
0.15,173,all,beats_status_quo,1
0.15,173,all,achievable_lift_share,0.01208308076
0.15,173,all,shortfall_from_optimum_share,0.004883577729
0.15,173,all,loss_vs_status_quo_share,-0.007199503031
0.15,173,all,n_agreeing,3
0.15,174,tv,relative_bias,0.6701105365
0.15,174,tv,covered,1
0.15,174,video,relative_bias,0.6458258885
0.15,174,video,covered,1
0.15,174,search,relative_bias,0.4709858475
0.15,174,search,covered,1
0.15,174,social,relative_bias,-0.4315258577
0.15,174,social,covered,1
0.15,174,ooh,relative_bias,-1
0.15,174,ooh,covered,1
0.15,174,all,median_abs_relative_bias,0.6458258885
0.15,174,all,spearman,1
0.15,174,all,regret,2.22553566
0.15,174,all,beats_status_quo,0
0.15,174,all,achievable_lift_share,0.01162686617
0.15,174,all,shortfall_from_optimum_share,0.02587600528
0.15,174,all,loss_vs_status_quo_share,0.01424913911
0.15,174,all,n_agreeing,3
0.15,175,tv,relative_bias,-0.8239287814
0.15,175,tv,covered,0
0.15,175,video,relative_bias,-0.8593888828
0.15,175,video,covered,0
0.15,175,search,relative_bias,-0.65609124
0.15,175,search,covered,0
0.15,175,social,relative_bias,0.9134292837
0.15,175,social,covered,1
0.15,175,ooh,relative_bias,-1
0.15,175,ooh,covered,1
0.15,175,all,median_abs_relative_bias,0.8593888828
0.15,175,all,spearman,0.3
0.15,175,all,regret,4.986030606
0.15,175,all,beats_status_quo,0
0.15,175,all,achievable_lift_share,0.01220413514
0.15,175,all,shortfall_from_optimum_share,0.06085019132
0.15,175,all,loss_vs_status_quo_share,0.04864605618
0.15,175,all,n_agreeing,3
0.15,176,tv,relative_bias,-0.3919840287
0.15,176,tv,covered,0
0.15,176,video,relative_bias,-0.6611002053
0.15,176,video,covered,0
0.15,176,search,relative_bias,-0.7933464991
0.15,176,search,covered,0
0.15,176,social,relative_bias,0.009718732226
0.15,176,social,covered,1
0.15,176,ooh,relative_bias,0.2987179146
0.15,176,ooh,covered,1
0.15,176,all,median_abs_relative_bias,0.3919840287
0.15,176,all,spearman,0.5
0.15,176,all,regret,6.265441797
0.15,176,all,beats_status_quo,0
0.15,176,all,achievable_lift_share,0.01201368044
0.15,176,all,shortfall_from_optimum_share,0.07527101557
0.15,176,all,loss_vs_status_quo_share,0.06325733513
0.15,176,all,n_agreeing,3
0.15,177,tv,relative_bias,-0.3941493853
0.15,177,tv,covered,0
0.15,177,video,relative_bias,0.691935746
0.15,177,video,covered,1
0.15,177,search,relative_bias,0.4028884313
0.15,177,search,covered,1
0.15,177,social,relative_bias,0.9661636585
0.15,177,social,covered,1
0.15,177,ooh,relative_bias,-1
0.15,177,ooh,covered,1
0.15,177,all,median_abs_relative_bias,0.691935746
0.15,177,all,spearman,0.4
0.15,177,all,regret,0.7280855751
0.15,177,all,beats_status_quo,1
0.15,177,all,achievable_lift_share,0.01169623362
0.15,177,all,shortfall_from_optimum_share,0.008515858981
0.15,177,all,loss_vs_status_quo_share,-0.003180374638
0.15,177,all,n_agreeing,3
0.15,178,tv,relative_bias,-0.04278601103
0.15,178,tv,covered,1
0.15,178,video,relative_bias,1.10005232
0.15,178,video,covered,1
0.15,178,search,relative_bias,-0.7075134927
0.15,178,search,covered,0
0.15,178,social,relative_bias,-0.5614998693
0.15,178,social,covered,1
0.15,178,ooh,relative_bias,3.347237676
0.15,178,ooh,covered,0
0.15,178,all,median_abs_relative_bias,0.7075134927
0.15,178,all,spearman,0.6
0.15,178,all,regret,2.491525428
0.15,178,all,beats_status_quo,0
0.15,178,all,achievable_lift_share,0.01200548719
0.15,178,all,shortfall_from_optimum_share,0.02991197661
0.15,178,all,loss_vs_status_quo_share,0.01790648942
0.15,178,all,n_agreeing,3
0.15,179,tv,relative_bias,-0.1228252941
0.15,179,tv,covered,1
0.15,179,video,relative_bias,-0.8147130636
0.15,179,video,covered,0
0.15,179,search,relative_bias,0.1233328475
0.15,179,search,covered,1
0.15,179,social,relative_bias,-0.7452370704
0.15,179,social,covered,0
0.15,179,ooh,relative_bias,6.659995751
0.15,179,ooh,covered,0
0.15,179,all,median_abs_relative_bias,0.7452370704
0.15,179,all,spearman,0.3
0.15,179,all,regret,3.298913993
0.15,179,all,beats_status_quo,0
0.15,179,all,achievable_lift_share,0.01155690079
0.15,179,all,shortfall_from_optimum_share,0.03812522174
0.15,179,all,loss_vs_status_quo_share,0.02656832095
0.15,179,all,n_agreeing,3
0.15,180,tv,relative_bias,-0.603604635
0.15,180,tv,covered,0
0.15,180,video,relative_bias,-0.5812903777
0.15,180,video,covered,0
0.15,180,search,relative_bias,-0.9983769052
0.15,180,search,covered,1
0.15,180,social,relative_bias,-1
0.15,180,social,covered,0
0.15,180,ooh,relative_bias,8.151762114
0.15,180,ooh,covered,0
0.15,180,all,median_abs_relative_bias,0.9983769052
0.15,180,all,spearman,0
0.15,180,all,regret,3.445382632
0.15,180,all,beats_status_quo,0
0.15,180,all,achievable_lift_share,0.01209088822
0.15,180,all,shortfall_from_optimum_share,0.04165773627
0.15,180,all,loss_vs_status_quo_share,0.02956684805
0.15,180,all,n_agreeing,3
0.15,181,tv,relative_bias,1.474304421
0.15,181,tv,covered,0
0.15,181,video,relative_bias,-0.2845312391
0.15,181,video,covered,1
0.15,181,search,relative_bias,0.2776035572
0.15,181,search,covered,1
0.15,181,social,relative_bias,-0.08194437912
0.15,181,social,covered,1
0.15,181,ooh,relative_bias,2.69056664
0.15,181,ooh,covered,1
0.15,181,all,median_abs_relative_bias,0.2845312391
0.15,181,all,spearman,0.8
0.15,181,all,regret,1.574760705
0.15,181,all,beats_status_quo,0
0.15,181,all,achievable_lift_share,0.01115757799
0.15,181,all,shortfall_from_optimum_share,0.01757051539
0.15,181,all,loss_vs_status_quo_share,0.006412937397
0.15,181,all,n_agreeing,3
0.15,182,tv,relative_bias,-0.6036799623
0.15,182,tv,covered,0
0.15,182,video,relative_bias,-0.1060906541
0.15,182,video,covered,1
0.15,182,search,relative_bias,-0.7367225377
0.15,182,search,covered,0
0.15,182,social,relative_bias,2.011276417
0.15,182,social,covered,0
0.15,182,ooh,relative_bias,4.63121985
0.15,182,ooh,covered,0
0.15,182,all,median_abs_relative_bias,0.7367225377
0.15,182,all,spearman,-0.6
0.15,182,all,regret,4.698088477
0.15,182,all,beats_status_quo,0
0.15,182,all,achievable_lift_share,0.0119895184
0.15,182,all,shortfall_from_optimum_share,0.05632781825
0.15,182,all,loss_vs_status_quo_share,0.04433829985
0.15,182,all,n_agreeing,3
0.15,183,tv,relative_bias,0.6217899795
0.15,183,tv,covered,0
0.15,183,video,relative_bias,-0.2722475261
0.15,183,video,covered,1
0.15,183,search,relative_bias,-0.7561016283
0.15,183,search,covered,0
0.15,183,social,relative_bias,0.04209932806
0.15,183,social,covered,1
0.15,183,ooh,relative_bias,-1
0.15,183,ooh,covered,0
0.15,183,all,median_abs_relative_bias,0.6217899795
0.15,183,all,spearman,0.9
0.15,183,all,regret,2.334498586
0.15,183,all,beats_status_quo,0
0.15,183,all,achievable_lift_share,0.01178793826
0.15,183,all,shortfall_from_optimum_share,0.02751892521
0.15,183,all,loss_vs_status_quo_share,0.01573098695
0.15,183,all,n_agreeing,3
0.15,184,tv,relative_bias,-0.4325085599
0.15,184,tv,covered,0
0.15,184,video,relative_bias,2.178530307
0.15,184,video,covered,0
0.15,184,search,relative_bias,-0.05952971401
0.15,184,search,covered,1
0.15,184,social,relative_bias,0.9926684054
0.15,184,social,covered,0
0.15,184,ooh,relative_bias,0.414472587
0.15,184,ooh,covered,1
0.15,184,all,median_abs_relative_bias,0.4325085599
0.15,184,all,spearman,0.5
0.15,184,all,regret,0.8973905668
0.15,184,all,beats_status_quo,1
0.15,184,all,achievable_lift_share,0.01152122326
0.15,184,all,shortfall_from_optimum_share,0.01033903707
0.15,184,all,loss_vs_status_quo_share,-0.001182186188
0.15,184,all,n_agreeing,3
0.15,185,tv,relative_bias,0.9409978598
0.15,185,tv,covered,0
