series,hill_shape,half_saturation_ratio,half_saturation,cv_rmse,tv_contribution,relative_bias
noisy,1.6,2.364138845,129.3476544,30.94398304,36830.5998,-0.2915695469
noisy,1.6,2.559503557,140.0365221,30.94821434,35897.49756,-0.309517613
noisy,1.6,2.771012572,151.6086829,30.95265426,35066.10798,-0.3255092532
noisy,1.6,3,164.1371293,30.95718262,34325.88783,-0.3397472644
noisy,1.7,0.3,16.41371293,31.57674594,181277.9921,2.486851988
noisy,1.7,0.3247910202,17.77008856,31.5168448,165148.055,2.176595334
noisy,1.7,0.3516306893,19.23855064,31.45826884,150724.4771,1.899160215
noisy,1.7,0.380688301,20.82836163,31.40188265,137801.3452,1.650585924
noisy,1.7,0.4121471388,22.5495494,31.34848557,126203.5227,1.42750374
noisy,1.7,0.4462056322,24.41297052,31.29601765,115782.0451,1.227048354
noisy,1.7,0.4830786083,26.43037866,31.24210635,106409.8531,1.046775803
noisy,1.7,0.5229986467,28.61449883,31.19263113,97977.93086,0.8845891821
noisy,1.7,0.5662175466,30.97910756,31.14792674,90391.91768,0.738673482
noisy,1.7,0.6130079154,33.53911982,31.10817722,83569.24655,0.6074405392
noisy,1.7,0.6636648873,36.31068314,31.07342993,77436.82253,0.4894843844
noisy,1.7,0.718507986,39.3112794,31.04361545,71929.21788,0.3835465264
noisy,1.7,0.7778831392,42.55983514,31.01856942,66987.32479,0.2884900359
noisy,1.7,0.8421648612,46.07684091,30.9974217,62557.38457,0.2032808735
noisy,1.7,0.9117586147,49.88448055,30.97778341,58590.30439,0.1269747468
noisy,1.7,0.9871033687,54.00677109,30.96201504,55041.177,0.05870787266
noisy,1.7,1.068674367,58.46971426,30.94981573,51868.93193,-0.002309732921
noisy,1.7,1.156986126,63.30146048,30.9408602,49036.0634,-0.05679948725
noisy,1.7,1.252595681,68.53248642,30.93480708,46508.39734,-0.105418723
noisy,1.7,1.356106097,74.19578726,30.93130676,44254.87434,-0.1487648626
noisy,1.7,1.468170276,80.32708479,30.93000914,42247.33676,-0.1873795135
noisy,1.7,1.589495072,86.96505272,30.930571,40460.31582,-0.2217525638
noisy,1.7,1.720845753,94.15156064,30.93266291,38870.81907,-0.2523262691
noisy,1.7,1.863050826,101.9319381,30.93597537,37458.12116,-0.279499278
noisy,1.7,2.017007261,110.3552605,30.94022379,36203.56136,-0.3036305267
noisy,1.7,2.183686153,119.4746588,30.94515218,35090.35109,-0.3250429409
noisy,1.7,2.364138845,129.3476544,30.95053546,34103.39404,-0.3440268955
noisy,1.7,2.559503557,140.0365221,30.95618036,33229.12048,-0.3608434018
noisy,1.7,2.771012572,151.6086829,30.96192513,32455.33643,-0.3757270091
noisy,1.7,3,164.1371293,30.96763806,31771.0875,-0.3888884233
noisy,1.8,0.3,16.41371293,31.66726974,183346.5916,2.526641153
noisy,1.8,0.3247910202,17.77008856,31.59639085,166327.7484,2.19928654
noisy,1.8,0.3516306893,19.23855064,31.52670203,151168.9203,1.907709005
noisy,1.8,0.380688301,20.82836163,31.45937582,137631.9034,1.64732674
noisy,1.8,0.4121471388,22.5495494,31.39551127,125517.3297,1.414304933
noisy,1.8,0.4462056322,24.41297052,31.33606634,114658.5504,1.205438121
noisy,1.8,0.4830786083,26.43037866,31.2762744,104915.8823,1.018039522
noisy,1.8,0.5229986467,28.61449883,31.21825942,96171.35264,0.8498399509
noisy,1.8,0.5662175466,30.97910756,31.16613847,88324.09156,0.6988991911
noisy,1.8,0.6130079154,33.53911982,31.12013475,81286.48667,0.563532033
noisy,1.8,0.6636648873,36.31068314,31.08028301,74981.14685,0.4422498717
noisy,1.8,0.718507986,39.3112794,31.04646244,69338.64305,0.333717251
noisy,1.8,0.7778831392,42.55983514,31.01843131,64295.92778,0.2367214626
noisy,1.8,0.8421648612,46.07684091,30.99499281,59795.29442,0.1501525294
noisy,1.8,0.9117586147,49.88448055,30.97377687,55783.72633,0.07299068541
noisy,1.8,0.9871033687,54.00677109,30.95715417,52212.49814,0.004298705921
noisy,1.8,1.068674367,58.46971426,30.94473438,49036.91864,-0.05678303681
noisy,1.8,1.156986126,63.30146048,30.93610104,46216.13678,-0.1110403062
noisy,1.8,1.252595681,68.53248642,30.93082113,43712.96171,-0.1591884618
noisy,1.8,1.356106097,74.19578726,30.92845441,41493.67187,-0.2018761322
noisy,1.8,1.468170276,80.32708479,30.92856294,39527.80447,-0.2396892643
noisy,1.8,1.589495072,86.96505272,30.93072052,37787.92685,-0.2731555204
noisy,1.8,1.720845753,94.15156064,30.93452167,36249.39655,-0.3027488945
noisy,1.8,1.863050826,101.9319381,30.93958946,34890.11802,-0.3288943907
noisy,1.8,2.017007261,110.3552605,30.94558179,33690.30407,-0.3519726122
noisy,1.8,2.183686153,119.4746588,30.95219583,32632.24828,-0.3723241392
noisy,1.8,2.364138845,129.3476544,30.95917035,31700.11285,-0.3902536089
noisy,1.8,2.559503557,140.0365221,30.96628622,30879.73455,-0.4060334488
noisy,1.8,2.771012572,151.6086829,30.97336513,30158.44973,-0.4199072422
noisy,1.8,3,164.1371293,30.98026698,29524.93809,-0.4320927331
noisy,1.9,0.3,16.41371293,31.76783704,185452.2127,2.567142425
noisy,1.9,0.3247910202,17.77008856,31.6851276,167608.7523,2.223926435
noisy,1.9,0.3516306893,19.23855064,31.60326178,151772.2014,1.919313016
noisy,1.9,0.380688301,20.82836163,31.52379586,137669.2584,1.648045257
noisy,1.9,0.4121471388,22.5495494,31.44821551,125075.2079,1.405800792
noisy,1.9,0.4462056322,24.41297052,31.377829,113805.9861,1.189039188
noisy,1.9,0.4830786083,26.43037866,31.31368282,103710.5521,0.9948551963
noisy,1.9,0.5229986467,28.61449883,31.24643146,94663.81217,0.8208426611
noisy,1.9,0.5662175466,30.97910756,31.18611469,86560.39066,0.6649746979
noisy,1.9,0.6130079154,33.53911982,31.13324986,79309.48395,0.5255047149
noisy,1.9,0.6636648873,36.31068314,31.0878504,72830.90938,0.4008904121
noisy,1.9,0.718507986,39.3112794,31.04972591,67052.31111,0.2897400369
noisy,1.9,0.7778831392,42.55983514,31.01853549,61907.36168,0.1907777914
noisy,1.9,0.8421648612,46.07684091,30.99274396,57334.72648,0.102823915
noisy,1.9,0.9117586147,49.88448055,30.96995362,53277.54439,0.02478469304
noisy,1.9,0.9871033687,54.00677109,30.95254653,49683.20689,-0.04435179011
noisy,1.9,1.068674367,58.46971426,30.94002977,46503.27094,-0.1055173284
noisy,1.9,1.156986126,63.30146048,30.93188304,43693.39747,-0.1595647767
noisy,1.9,1.252595681,68.53248642,30.92756899,41213.25688,-0.2072698678
noisy,1.9,1.356106097,74.19578726,30.92654416,39026.37917,-0.2493340964
noisy,1.9,1.468170276,80.32708479,30.92827064,37099.94868,-0.286388666
noisy,1.9,1.589495072,86.96505272,30.93222819,35404.55596,-0.3189992627
noisy,1.9,1.720845753,94.15156064,30.93792582,33913.92289,-0.3476713414
noisy,1.9,1.863050826,101.9319381,30.94491191,32604.61747,-0.3728556131
noisy,1.9,2.017007261,110.3552605,30.95278196,31455.77164,-0.3949534714
noisy,1.9,2.183686153,119.4746588,30.96118379,30448.8124,-0.4143221646
noisy,1.9,2.364138845,129.3476544,30.96981973,29567.21292,-0.4312795838
noisy,1.9,2.559503557,140.0365221,30.97844631,28796.26702,-0.4461085999
noisy,1.9,2.771012572,151.6086829,30.98687162,28122.88836,-0.4590609263
noisy,1.9,3,164.1371293,30.99495101,27535.43343,-0.4703605239
noisy,2,0.3,16.41371293,31.87825261,187465.6817,2.605871166
noisy,2,0.3247910202,17.77008856,31.78306676,168882.3327,2.248423544
noisy,2,0.3516306893,19.23855064,31.6880944,152443.232,1.932220178
noisy,2,0.380688301,20.82836163,31.59535427,137836.7718,1.651267349
noisy,2,0.4121471388,22.5495494,31.50681916,124811.6392,1.400731092
noisy,2,0.4462056322,24.41297052,31.42425238,113166.7965,1.176744483
noisy,2,0.4830786083,26.43037866,31.34907255,102741.5504,0.9762166102
noisy,2,0.5229986467,28.61449883,31.27723299,93406.128,0.7966513156
noisy,2,0.5662175466,30.97910756,31.20791519,85053.29826,0.6359860267
noisy,2,0.6130079154,33.53911982,31.14756533,77591.49732,0.4924595283
noisy,2,0.6636648873,36.31068314,31.0961654,70939.69534,0.3645132252
noisy,2,0.718507986,39.3112794,31.05343415,65023.96934,0.2507252208
noisy,2,0.7778831392,42.55983514,31.0189067,59775.52234,0.1497722167
noisy,2,0.8421648612,46.07684091,30.99069828,55129.76721,0.06041189052
noisy,2,0.9117586147,49.88448055,30.9663337,51026.07886,-0.0185218713
noisy,2,0.9871033687,54.00677109,30.94820865,47407.88,-0.08811732389
noisy,2,1.068674367,58.46971426,30.935715,44222.82224,-0.1493813794
noisy,2,1.156986126,63.30146048,30.92821614,41422.92139,-0.2032370058
noisy,2,1.252595681,68.53248642,30.92505754,38964.583,-0.2505227353
noisy,2,1.356106097,74.19578726,30.92557931,36808.50652,-0.2919945074
noisy,2,1.468170276,80.32708479,30.92913069,34919.48533,-0.3283295155
noisy,2,1.589495072,86.96505272,30.93508563,33266.13177,-0.3601314957
noisy,2,1.720845753,94.15156064,30.94285785,31820.55793,-0.3879368678
noisy,2,1.863050826,101.9319381,30.95191365,30558.03863,-0.4122212164
noisy,2,2.017007261,110.3552605,30.96178162,29456.6775,-0.4334057143
noisy,2,2.183686153,119.4746588,30.9720583,28497.09048,-0.4518632107
noisy,2,2.364138845,129.3476544,30.98241011,27662.11568,-0.467923812
noisy,2,2.559503557,140.0365221,30.99257159,26936.55389,-0.4818798722
noisy,2,2.771012572,151.6086829,31.00234097,26306.94076,-0.4939903758
noisy,2,3,164.1371293,31.01157362,25761.34881,-0.504484746
noisy,2.1,0.3,16.41371293,31.99803298,189265.912,2.640498296
noisy,2.1,0.3247910202,17.77008856,31.8899989,170046.9495,2.270824752
noisy,2.1,0.3516306893,19.23855064,31.78118972,153097.9072,1.944812748
noisy,2.1,0.380688301,20.82836163,31.67416013,138065.0341,1.655657936
noisy,2.1,0.4121471388,22.5495494,31.5714803,124668.7827,1.397983273
noisy,2.1,0.4462056322,24.41297052,31.4754936,112691.5507,1.167603209
noisy,2.1,0.4830786083,26.43037866,31.38810526,101965.0225,0.9612802265
noisy,2.1,0.5229986467,28.61449883,31.31064727,92357.76868,0.7764862987
noisy,2.1,0.5662175466,30.97910756,31.2315916,83764.03126,0.6111871906
noisy,2.1,0.6130079154,33.53911982,31.16311953,76094.54346,0.4636658702
noisy,2.1,0.6636648873,36.31068314,31.10525925,69269.85216,0.3323940696
noisy,2.1,0.718507986,39.3112794,31.05761425,63216.13149,0.2159517609
noisy,2.1,0.7778831392,42.55983514,31.01956817,57863.07871,0.1129866821
noisy,2.1,0.8421648612,46.07684091,30.98887597,53143.27937,0.02220212776
noisy,2.1,0.9117586147,49.88448055,30.96293267,48992.41978,-0.05763896508
noisy,2.1,0.9871033687,54.00677109,30.94415108,45349.84438,-0.1277032962
noisy,2.1,1.068674367,58.46971426,30.93179612,42159.12456,-0.1890762606
noisy,2.1,1.156986126,63.30146048,30.92510268,39368.46302,-0.2427541706
noisy,2.1,1.252595681,68.53248642,30.9232859,36930.87434,-0.2896407827
noisy,2.1,1.356106097,74.19578726,30.9255555,34804.15331,-0.3305479077
noisy,2.1,1.468170276,80.32708479,30.93113412,32950.67598,-0.3661992353
noisy,2.1,1.589495072,86.96505272,30.9392774,31337.08777,-0.3972363358
noisy,2.1,1.720845753,94.15156064,30.94929354,29933.92788,-0.4242258827
noisy,2.1,1.863050826,101.9319381,30.96055954,28715.22992,-0.4476673349
noisy,2.1,2.017007261,110.3552605,30.97253285,27658.12746,-0.4680005247
noisy,2.1,2.183686153,119.4746588,30.98475761,26742.48358,-0.4856127823
noisy,2.1,2.364138845,129.3476544,30.99686559,25950.55549,-0.5008453871
noisy,2.1,2.559503557,140.0365221,31.00857261,25266.69907,-0.5139992514
noisy,2.1,2.771012572,151.6086829,31.01967151,24677.11336,-0.5253398344
noisy,2.1,3,164.1371293,31.03002277,24169.62208,-0.5351013446
noisy,2.2,0.3,16.41371293,32.12639136,190741.4133,2.668879318
noisy,2.2,0.3247910202,17.77008856,32.00547093,171008.4795,2.289319623
noisy,2.2,0.3516306893,19.23855064,31.88235866,153658.3765,1.95559328
noisy,2.2,0.380688301,20.82836163,31.76020244,138290.5112,1.659994952
noisy,2.2,0.4121471388,22.5495494,31.64228262,124594.7663,1.396559579
noisy,2.2,0.4462056322,24.41297052,31.53166617,112337.0605,1.160784649
noisy,2.2,0.4830786083,26.43037866,31.43088562,101343.6177,0.9493276074
noisy,2.2,0.5229986467,28.61449883,31.34172111,91484.87358,0.7596963068
noisy,2.2,0.5662175466,30.97910756,31.25718674,82660.55299,0.58996197
noisy,2.2,0.6130079154,33.53911982,31.17994614,74787.40777,0.4385233328
noisy,2.2,0.6636648873,36.31068314,31.11516087,67790.50046,0.3039389861
noisy,2.2,0.718507986,39.3112794,31.06229199,61598.08884,0.1848289798
noisy,2.2,0.7778831392,42.55983514,31.02054155,56139.48267,0.07983359936
noisy,2.2,0.8421648612,46.07684091,30.98729444,51344.90916,-0.01238922367
noisy,2.2,0.9117586147,49.88448055,30.95976198,47146.43067,-0.09314625812
noisy,2.2,0.9871033687,54.00677109,30.94037924,43479.17861,-0.1636852408
noisy,2.2,1.068674367,58.46971426,30.9282734,40282.44996,-0.2251737839
noisy,2.2,1.156986126,63.30146048,30.92253907,37500.45962,-0.2786849049
noisy,2.2,1.252595681,68.53248642,30.92224739,35082.70939,-0.3251899278
noisy,2.2,1.356106097,74.19578726,30.92646289,32984.02609,-0.3655577516
noisy,2.2,1.468170276,80.32708479,30.93426678,31164.35545,-0.4005588132
noisy,2.2,1.589495072,86.96505272,30.9447832,29588.39981,-0.4308720574
noisy,2.2,1.720845753,94.15156064,30.95720427,28225.17283,-0.4570935015
noisy,2.2,1.863050826,101.9319381,30.97081055,27047.52613,-0.4797453396
noisy,2.2,2.017007261,110.3552605,30.98498476,26031.68563,-0.4992848624
noisy,2.2,2.183686153,119.4746588,30.99921818,25156.82107,-0.5161127364
noisy,2.2,2.364138845,129.3476544,31.01311012,24404.66195,-0.530580392
noisy,2.2,2.559503557,140.0365221,31.02636168,23759.16445,-0.5429964288
noisy,2.2,2.771012572,151.6086829,31.03876545,23206.22853,-0.5536320592
noisy,2.2,3,164.1371293,31.05019263,22733.45986,-0.5627256857
noisy,2.3,0.3,16.41371293,32.26224207,191792.722,2.689101066
noisy,2.3,0.3247910202,17.77008856,32.12877528,171681.328,2.302261751
noisy,2.3,0.3516306893,19.23855064,31.99121668,154053.1022,1.963185764
noisy,2.3,0.380688301,20.82836163,31.85333479,138454.8729,1.663156422
noisy,2.3,0.4121471388,22.5495494,31.7192245,124542.5773,1.395555733
noisy,2.3,0.4462056322,24.41297052,31.59283367,112065.0504,1.155552581
noisy,2.3,0.4830786083,26.43037866,31.47749005,100845.0646,0.9397380225
noisy,2.3,0.5229986467,28.61449883,31.37555824,90758.79523,0.7457303107
noisy,2.3,0.5662175466,30.97910756,31.28473416,81716.10545,0.5717956787
noisy,2.3,0.6130079154,33.53911982,31.19807388,73644.17416,0.4165334248
noisy,2.3,0.6636648873,36.31068314,31.12589673,66476.06388,0.2786560174
noisy,2.3,0.718507986,39.3112794,31.06749168,60144.43985,0.1568682836
noisy,2.3,0.7778831392,42.55983514,31.02184689,54579.49748,0.04982754402
noisy,2.3,0.8421648612,46.07684091,30.98596846,49709.61231,-0.04384388624
noisy,2.3,0.9117586147,49.88448055,30.95682949,45463.27224,-0.1255215303
noisy,2.3,0.9871033687,54.00677109,30.93689421,41771.23533,-0.1965372452
noisy,2.3,1.068674367,58.46971426,30.92514257,38568.31408,-0.2581449022
noisy,2.3,1.156986126,63.30146048,30.92051724,35794.55856,-0.3114976275
noisy,2.3,1.252595681,68.53248642,30.92193119,33395.84409,-0.3576365009
noisy,2.3,1.356106097,74.19578726,30.92828782,31323.97938,-0.3974884735
noisy,2.3,1.468170276,80.32708479,30.93851106,29536.48072,-0.4318707126
noisy,2.3,1.589495072,86.96505272,30.95157953,27996.14327,-0.4614988468
noisy,2.3,1.720845753,94.15156064,30.96655856,26670.51151,-0.4869971529
noisy,2.3,1.863050826,101.9319381,30.98262539,25531.32015,-0.508909309
noisy,2.3,2.017007261,110.3552605,30.99908502,24553.95257,-0.5277088118
noisy,2.3,2.183686153,119.4746588,31.01537626,23716.94477,-0.5438085173
noisy,2.3,2.364138845,129.3476544,31.03106895,23001.54959,-0.5575690244
noisy,2.3,2.559503557,140.0365221,31.04585423,22391.36531,-0.5693058174
noisy,2.3,2.771012572,151.6086829,31.05953015,21872.02591,-0.5792952244
noisy,2.3,3,164.1371293,31.07198457,21430.94521,-0.5877793382
noisy,2.4,0.3,16.41371293,32.40422702,192335.3119,2.699537692
noisy,2.4,0.3247910202,17.77008856,32.25895427,171990.1292,2.308201491
noisy,2.4,0.3516306893,19.23855064,32.10717572,154217.4998,1.966347923
noisy,2.4,0.380688301,20.82836163,31.95326366,138504.8359,1.664117451
noisy,2.4,0.4121471388,22.5495494,31.80220935,124469.4019,1.394148215
noisy,2.4,0.4462056322,24.41297052,31.6590038,111841.2292,1.151247418
noisy,2.4,0.4830786083,26.43037866,31.52796384,100441.1266,0.9319683427
noisy,2.4,0.5229986467,28.61449883,31.41220667,90155.012,0.7341166408
noisy,2.4,0.5662175466,30.97910756,31.31342532,80908.10939,0.556254009
noisy,2.4,0.6130079154,33.53911982,31.21752635,72643.12244,0.3972783616
noisy,2.4,0.6636648873,36.31068314,31.13749071,65305.1662,0.2561339955
noisy,2.4,0.718507986,39.3112794,31.07323605,58833.98728,0.1316619467
noisy,2.4,0.7778831392,42.55983514,31.02350263,53162.09367,0.0225640178
noisy,2.4,0.8421648612,46.07684091,30.98491038,48216.54796,-0.07256273025
noisy,2.4,0.9117586147,49.88448055,30.95413992,43922.29446,-0.1551619811
noisy,2.4,0.9871033687,54.00677109,30.93369358,40205.53315,-0.226653266
noisy,2.4,1.068674367,58.46971426,30.92239579,36996.36989,-0.2883809869
noisy,2.4,1.156986126,63.30146048,30.91902591,34230.51526,-0.34158174
noisy,2.4,1.252595681,68.53248642,30.92232367,31850.11565,-0.3873683299
noisy,2.4,1.356106097,74.19578726,30.93101417,29803.92616,-0.426726444
noisy,2.4,1.468170276,80.32708479,30.94384709,28047.0482,-0.4605196991
noisy,2.4,1.589495072,86.96505272,30.95964087,26540.41665,-0.489499506
noisy,2.4,1.720845753,94.15156064,30.9773232,25250.17067,-0.5143171725
noisy,2.4,1.863050826,101.9319381,30.99596156,24146.99738,-0.5355365269
noisy,2.4,2.017007261,110.3552605,31.01478096,23205.50417,-0.5536459922
noisy,2.4,2.183686153,119.4746588,31.03316896,22403.65193,-0.5690694863
noisy,2.4,2.364138845,129.3476544,31.0506697,21722.26509,-0.5821758487
noisy,2.4,2.559503557,140.0365221,31.06696977,21144.62168,-0.5932867236
noisy,2.4,2.771012572,151.6086829,31.08187881,20656.11827,-0.6026830053
noisy,2.4,3,164.1371293,31.09530757,20243.99846,-0.6106100612
noisy,2.5,0.3,16.41371293,32.55076403,192302.5209,2.698906961
noisy,2.5,0.3247910202,17.77008856,32.39482124,171871.7355,2.305924207
noisy,2.5,0.3516306893,19.23855064,32.22944668,154094.9642,1.963990972
noisy,2.5,0.380688301,20.82836163,32.05954222,138392.3885,1.661954544
noisy,2.5,0.4121471388,22.5495494,31.89103812,124336.3001,1.391588024
noisy,2.5,0.4462056322,24.41297052,31.73012317,111634.6592,1.147274077
noisy,2.5,0.4830786083,26.43037866,31.58231848,100106.832,0.9255382416
noisy,2.5,0.5229986467,28.61449883,31.45169618,89652.30823,0.7244472175
noisy,2.5,0.5662175466,30.97910756,31.34050178,80217.32968,0.5429669765
noisy,2.5,0.6130079154,33.53911982,31.23832189,71765.89029,0.3804049473
noisy,2.5,0.6636648873,36.31068314,31.14996395,64259.79317,0.2360264193
noisy,2.5,0.718507986,39.3112794,31.07954621,57648.89972,0.1088669849
noisy,2.5,0.7778831392,42.55983514,31.02552561,51869.60953,-0.002296699384
noisy,2.5,0.8421648612,46.07684091,30.98413027,46848.23751,-0.0988819539
noisy,2.5,0.9117586147,49.88448055,30.95169529,42506.19432,-0.1824004315
noisy,2.5,0.9871033687,54.00677109,30.9307721,38764.91473,-0.2543633214
noisy,2.5,1.068674367,58.46971426,30.92002267,35549.56835,-0.3162099734
noisy,2.5,1.156986126,63.30146048,30.91805161,32791.35804,-0.3692636894
noisy,2.5,1.252595681,68.53248642,30.9234094,30428.61281,-0.4147107005
noisy,2.5,1.356106097,74.19578726,30.93462433,28407.01382,-0.4535958203
noisy,2.5,1.468170276,80.32708479,30.95025366,26679.27521,-0.4868285846
noisy,2.5,1.589495072,86.96505272,30.96894046,25204.52786,-0.5151951044
noisy,2.5,1.720845753,94.15156064,30.98946402,23947.57541,-0.5393723753
noisy,2.5,1.863050826,101.9319381,31.01077614,22878.12959,-0.5599429876
noisy,2.5,2.017007261,110.3552605,31.03202037,21970.08865,-0.5774090038
noisy,2.5,2.183686153,119.4746588,31.05253503,21200.89522,-0.5922043113
noisy,2.5,2.364138845,129.3476544,31.07184306,20550.99012,-0.6047051278
noisy,2.5,2.559503557,140.0365221,31.08963241,20003.36445,-0.6152386164
noisy,2.5,2.771012572,151.6086829,31.10573084,19543.20124,-0.6240897789
noisy,2.5,3,164.1371293,31.12007834,19157.59105,-0.6315069268
noisy,2.6,0.3,16.41371293,32.70011393,191648.0371,2.686318076
noisy,2.6,0.3247910202,17.77008856,32.53499856,171277.1821,2.294488072
noisy,2.6,0.3516306893,19.23855064,32.35705385,153638.0929,1.95520313
noisy,2.6,0.380688301,20.82836163,32.17157074,138075.278,1.655854976
noisy,2.6,0.4121471388,22.5495494,31.98540476,124108.1341,1.387199289
noisy,2.6,0.4462056322,24.41297052,31.80607311,111417.3488,1.143094148
noisy,2.6,0.4830786083,26.43037866,31.64052943,99819.90922,0.9200193291
noisy,2.6,0.5229986467,28.61449883,31.49403739,89232.15069,0.7163655571
noisy,2.6,0.5662175466,30.97910756,31.36956121,79627.23464,0.5316165967
noisy,2.6,0.6130079154,33.53911982,31.2604735,70996.82892,0.36561218
noisy,2.6,0.6636648873,36.31068314,31.16333479,63324.64764,0.2180390509
noisy,2.6,0.718507986,39.3112794,31.08644149,56574.06649,0.08819274676
noisy,2.6,0.7778831392,42.55983514,31.02793108,50687.10496,-0.02504197796
noisy,2.6,0.8421648612,46.07684091,30.98363622,45589.91712,-0.1230855371
noisy,2.6,0.9117586147,49.88448055,30.94949539,41200.36773,-0.2075177886
noisy,2.6,0.9871033687,54.00677109,30.92812233,37434.8998,-0.279945937
noisy,2.6,1.068674367,58.46971426,30.91801095,34213.51418,-0.3419087528
noisy,2.6,1.156986126,63.30146048,30.91757949,31462.74808,-0.3948192806
noisy,2.6,1.252595681,68.53248642,30.92517197,29117.0405,-0.4399385752
noisy,2.6,1.356106097,74.19578726,30.93909986,27118.99362,-0.4783706742
noisy,2.6,1.468170276,80.32708479,30.95770879,25418.97363,-0.5110702757
noisy,2.6,1.589495072,86.96505272,30.97945083,23974.37139,-0.5388569592
noisy,2.6,1.720845753,94.15156064,31.00294637,22748.72923,-0.5624319819
noisy,2.6,1.863050826,101.9319381,31.02702629,21710.85733,-0.5823952751
noisy,2.6,2.017007261,110.3552605,31.05075199,20834.01114,-0.5992612656
noisy,2.6,2.183686153,119.4746588,31.07341536,20095.16937,-0.6134727639
noisy,2.6,2.364138845,129.3476544,31.0945232,19474.43031,-0.6254125765
noisy,2.6,2.559503557,140.0365221,31.11377119,18954.52685,-0.6354128328
noisy,2.6,2.771012572,151.6086829,31.13101193,18520.4477,-0.643762273
noisy,2.6,3,164.1371293,31.1462211,18159.14334,-0.6507119023
noisy,2.7,0.3,16.41371293,32.85046051,190347.5427,2.661303281
noisy,2.7,0.3247910202,17.77008856,32.67797024,170173.3259,2.273255582
noisy,2.7,0.3516306893,19.23855064,32.48886145,152809.9096,1.939273162
noisy,2.7,0.380688301,20.82836163,32.28860463,137517.6474,1.645129044
noisy,2.7,0.4121471388,22.5495494,32.0848954,123753.6774,1.380381374
noisy,2.7,0.4462056322,24.41297052,31.886667,111164.0151,1.138221317
noisy,2.7,0.4830786083,26.43037866,31.70253428,99560.37531,0.9150272377
noisy,2.7,0.5229986467,28.61449883,31.53922111,88878.21101,0.7095575865
noisy,2.7,0.5662175466,30.97910756,31.40061338,79123.49912,0.5219273278
noisy,2.7,0.6130079154,33.53911982,31.28398882,70322.50198,0.3526416135
noisy,2.7,0.6636648873,36.31068314,31.1776187,62486.64804,0.2019202681
noisy,2.7,0.718507986,39.3112794,31.09393948,55596.5957,0.0693912589
noisy,2.7,0.7778831392,42.55983514,31.03073277,49601.85858,-0.04591651116
noisy,2.7,0.8421648612,46.07684091,30.98343447,44429.03384,-0.1454149335
noisy,2.7,0.9117586147,49.88448055,30.94753812,39992.40556,-0.2307527396
noisy,2.7,0.9871033687,54.00677109,30.92573522,36203.1826,-0.3036378122
noisy,2.7,1.068674367,58.46971426,30.91634722,32975.96616,-0.365712783
noisy,2.7,1.156986126,63.30146048,30.91759401,30232.48358,-0.4184832134
noisy,2.7,1.252595681,68.53248642,30.92759453,27903.22821,-0.4632860526
noisy,2.7,1.356106097,74.19578726,30.94442196,25927.73278,-0.5012843781
noisy,2.7,1.468170276,80.32708479,30.96619008,24254.06506,-0.5334770981
noisy,2.7,1.589495072,86.96505272,30.99114413,22837.94598,-0.5607159126
noisy,2.7,1.720845753,94.15156064,31.01773547,21641.73364,-0.5837248577
noisy,2.7,1.863050826,101.9319381,31.04466961,20633.41118,-0.6031197725
noisy,2.7,2.017007261,110.3552605,31.07092593,19785.65632,-0.6194261959
noisy,2.7,2.183686153,119.4746588,31.09575332,19075.03547,-0.6330948696
noisy,2.7,2.364138845,129.3476544,31.11864804,18481.34131,-0.6445144779
noisy,2.7,2.559503557,140.0365221,31.13932013,17987.07263,-0.6540216537
noisy,2.7,2.771012572,151.6086829,31.15765391,17577.03843,-0.6619085933
noisy,2.7,3,164.1371293,31.17366723,17238.05823,-0.6684288209
noisy,2.8,0.3,16.41371293,32.99999555,188399.2178,2.623827577
noisy,2.8,0.3247910202,17.77008856,32.82214509,168543.8925,2.241913702
noisy,2.8,0.3516306893,19.23855064,32.62361106,151584.9037,1.915710377
noisy,2.8,0.380688301,20.82836163,32.40977043,136690.7114,1.629223068
noisy,2.8,0.4121471388,22.5495494,32.18899176,123245.8426,1.370613257
noisy,2.8,0.4462056322,24.41297052,31.97164917,110851.9713,1.132219206
noisy,2.8,0.4830786083,26.43037866,31.7682316,99310.24103,0.9102159465
noisy,2.8,0.5229986467,28.61449883,31.58721788,88575.99825,0.7037445743
noisy,2.8,0.5662175466,30.97910756,31.43365758,78693.61569,0.5136585917
noisy,2.8,0.6130079154,33.53911982,31.30887018,69731.29212,0.3412697904
noisy,2.8,0.6636648873,36.31068314,31.19282826,61734.53423,0.1874534842
noisy,2.8,0.718507986,39.3112794,31.10205593,54705.41976,0.05224963813
noisy,2.8,0.7778831392,42.55983514,31.0339429,48602.97244,-0.06512991974
noisy,2.8,0.8421648612,46.07684091,30.98352965,43354.84958,-0.1660766889
noisy,2.8,0.9117586147,49.88448055,30.94581991,38871.69784,-0.252309366
noisy,2.8,0.9871033687,54.00677109,30.92360059,35059.23765,-0.3256414029
noisy,2.8,1.068674367,58.46971426,30.91501742,31826.44582,-0.3878236152
noisy,2.8,1.156986126,63.30146048,30.91807937,29090.11191,-0.4404565422
noisy,2.8,1.252595681,68.53248642,30.93066022,26776.74548,-0.4849537603
noisy,2.8,1.356106097,74.19578726,30.95057181,24822.83297,-0.522536942
noisy,2.8,1.468170276,80.32708479,30.97567501,23174.2017,-0.5542480899
