max_multiplier,seed,regret,beats_status_quo,achievable_lift_share,channels_on_upper_bound,channels_zeroed_model,channels_zeroed_truth
1.5,86,0.7145109403,1,0.01161135449,1,1,1
1.5,87,2.410531682,0,0.01126797881,2,1,1
1.5,88,0.8943834185,1,0.01183582694,0,0,1
1.5,89,2.351295826,0,0.01205595659,1,1,1
1.5,90,0.5533724817,1,0.011559853,1,1,1
1.5,91,1.334558748,0,0.01235050613,0,1,1
1.5,92,2.022878211,0,0.0112771055,2,1,1
1.5,93,2.215276856,0,0.01259642985,1,1,1
1.5,94,0.8510369284,1,0.01201382207,0,0,1
1.5,95,3.064293379,0,0.01122164848,1,1,1
1.5,96,2.264964597,0,0.01164678491,1,1,1
1.5,97,0.5051716152,1,0.0115296312,0,1,1
1.5,98,3.124225174,0,0.01120966899,1,1,1
1.5,99,4.807246975,0,0.01169041418,4,0,1
1.5,100,1.857053916,0,0.01099484794,1,0,1
1.5,101,0.6536866502,1,0.0120947939,0,0,1
1.5,102,0.6380146795,1,0.01140000735,1,0,1
1.5,103,1.266723252,0,0.01158817746,1,1,1
1.5,104,2.385474823,0,0.01197896062,1,1,1
1.5,105,0.2135196256,1,0.01110126771,0,0,1
1.5,106,1.503786897,0,0.01142862113,2,2,1
1.5,107,1.006656993,0,0.01222346841,1,0,1
1.5,108,4.862589513,0,0.01141320239,4,0,1
1.5,109,0.8910403148,1,0.0110230167,0,0,1
1.5,110,2.534718686,0,0.01131562427,0,1,1
1.5,111,2.967421451,0,0.01205774941,1,1,1
1.5,112,0.8196890253,1,0.01168307406,0,0,1
1.5,113,1.363717612,0,0.01212758629,1,0,1
1.5,114,0.8430496057,1,0.01169182687,0,0,1
1.5,115,1.330620386,0,0.0119940575,1,0,1
1.5,116,1.203894143,0,0.01192158728,0,1,1
1.5,117,1.006442433,0,0.01162737936,1,0,1
1.5,118,2.610455939,0,0.01139165268,1,2,1
1.5,119,2.792088742,0,0.01218952915,2,1,1
1.5,120,2.328478782,0,0.01201971149,0,1,1
1.5,121,1.776966425,0,0.01200015889,1,1,1
1.5,122,3.20546265,0,0.01247192576,1,2,1
1.5,123,1.497379223,0,0.01115458767,0,1,1
1.5,124,3.150039281,0,0.0108424852,2,0,1
