max_multiplier,seed,regret,beats_status_quo,achievable_lift_share,channels_on_upper_bound,channels_zeroed_model,channels_zeroed_truth
2.0,107,1.025464225,0,0.01222346841,0,0,1
2.0,108,5.369216086,0,0.01141320239,1,1,1
2.0,109,0.8910403157,1,0.0110230167,0,0,1
2.0,110,2.534718851,0,0.01131562427,0,1,1
2.0,111,3.186192255,0,0.01205774941,0,1,1
2.0,112,0.8196890275,1,0.01168307406,0,0,1
2.0,113,1.649731006,0,0.01212758629,0,0,1
2.0,114,0.8430498737,1,0.01169182687,0,0,1
2.0,115,1.309351421,0,0.0119940575,0,0,1
2.0,116,1.203894197,0,0.01192158728,0,1,1
2.0,117,1.109276354,0,0.01162737936,1,0,1
2.0,118,2.49159061,0,0.01139165268,0,2,1
2.0,119,2.890426796,0,0.01218952915,1,1,1
2.0,120,3.117229723,0,0.01201971149,0,2,1
2.0,121,1.704174893,0,0.01200015889,0,1,1
2.0,122,3.178358233,0,0.01247192576,0,2,1
2.0,123,1.497379145,0,0.01115458767,0,1,1
2.0,124,5.970266153,0,0.0108424852,2,1,1
2.0,125,2.66894143,0,0.01205914888,0,2,1
2.0,126,3.057971844,0,0.01141292533,0,1,1
2.0,127,2.284008861,0,0.01188472932,0,0,1
2.0,128,1.274083839,0,0.01121464583,0,0,1
2.0,129,1.425596246,0,0.01185282526,0,0,1
2.0,130,2.689191857,0,0.01103189978,0,1,1
2.0,131,1.137500048,0,0.01097004342,1,1,1
2.0,132,3.159412694,0,0.01127896664,0,2,1
2.0,133,0.6160980206,1,0.01186732765,0,1,1
2.0,134,2.474424388,0,0.01217814283,0,1,1
2.0,135,2.113112571,0,0.01226892516,0,2,1
2.0,136,0.7264171121,1,0.01119436685,0,0,1
2.0,137,4.00215711,0,0.01203426975,0,2,1
2.0,138,5.448568735,0,0.01110466523,0,2,1
2.0,139,3.505164803,0,0.011618858,1,1,1
2.0,140,0.8732678648,1,0.01187849125,0,0,1
2.0,141,3.990534026,0,0.01184550182,1,2,1
2.0,142,5.273604257,0,0.01161936557,0,1,1
2.0,143,2.210890506,0,0.01143698756,1,0,1
2.0,144,1.100356008,0,0.01186600716,0,1,1
2.0,145,0.1071767789,1,0.01137837255,0,1,1
2.0,146,5.416967606,0,0.01142059834,1,2,1
2.0,147,1.172611946,0,0.01144475265,0,1,1
2.0,148,0.7742706781,1,0.01134811192,0,1,1
2.0,149,0.8869917751,1,0.01212638755,0,2,1
2.0,150,2.267876047,0,0.01177443835,1,1,1
2.0,151,0.6756309069,1,0.01117714903,0,0,1
2.0,152,4.982215388,0,0.01228978297,1,1,1
2.0,153,4.391439147,0,0.01143307235,1,2,1
2.0,154,4.016479561,0,0.01149624417,0,2,1
2.0,155,3.214055571,0,0.01170033564,0,3,1
2.0,156,2.483747144,0,0.01089835043,0,1,1
2.0,157,3.46208863,0,0.01161636287,0,1,1
2.0,158,1.333343666,0,0.01171853094,0,1,1
2.0,159,1.820285407,0,0.01157618837,0,1,1
2.0,160,3.358283203,0,0.01238882336,0,2,1
2.0,161,1.827219673,0,0.01198918481,1,1,1
2.0,162,1.184251716,0,0.01121779015,0,1,1
2.0,163,0.5340673382,1,0.01131459626,0,0,1
2.0,164,3.27991387,0,0.01148894404,0,2,1
2.0,165,2.267292357,0,0.01166015667,0,2,1
2.0,166,0.9106390724,1,0.01169952156,0,2,1
2.0,167,0.7775502488,1,0.01116248163,0,0,1
2.0,168,2.410362235,0,0.0121522895,0,1,1
2.0,169,0.2020996112,1,0.01123073696,0,1,1
2.0,170,2.77921783,0,0.01199922013,0,1,1
2.0,171,4.669258296,0,0.01159901414,0,2,1
2.0,172,0.8148992702,1,0.01163762127,1,0,1
2.0,173,0.427001017,1,0.01216918499,0,1,1
2.0,174,4.181876604,0,0.01120570884,0,2,1
2.0,175,2.652666966,0,0.01231055691,1,2,1
2.0,176,3.015503888,0,0.01193517764,1,2,1
2.0,177,6.33461855,0,0.01143762213,1,1,1
2.0,178,2.186238894,0,0.01193478129,0,1,1
2.0,179,1.707864179,0,0.01107548141,0,1,1
2.0,180,3.224720234,0,0.01203557459,0,1,1
2.0,181,1.256262715,0,0.01031257944,0,0,1
2.0,182,5.073183952,0,0.01185907753,2,1,1
2.0,183,2.20207401,0,0.01153967844,0,2,1
2.0,184,0.3645844078,1,0.01076244009,0,1,1
2.0,185,2.13137086,0,0.01180122695,1,2,1
2.0,186,6.133970019,0,0.01077676742,2,1,1
2.0,187,0.8410219778,1,0.01230182956,0,0,1
2.0,188,0.6668887102,1,0.01166907065,0,0,1
2.0,189,3.995184352,0,0.01136295142,1,3,1
2.0,190,1.20750351,0,0.01119580091,0,1,1
2.0,191,0.6421631348,1,0.01198028689,0,0,1
2.0,192,0.2505615209,1,0.01107538097,0,1,1
2.0,193,3.76637053,0,0.0113039544,0,2,1
2.0,194,2.401591503,0,0.01189185666,0,1,1
2.0,195,1.117820659,0,0.01189371967,0,0,1
2.0,196,0.1106921038,1,0.01165921257,0,1,1
2.0,197,2.438506497,0,0.01128743049,0,2,1
2.0,198,5.346866151,0,0.01232145745,1,1,1
2.0,199,1.281680913,0,0.01235864325,1,1,1
3.0,0,2.915486128,0,0.01173353762,0,1,1
3.0,1,4.152782032,0,0.0120633535,0,2,1
3.0,2,1.061776219,0,0.01114675476,0,2,1
3.0,3,2.577638703,0,0.01169833353,0,2,1
3.0,4,3.276342823,0,0.01175862172,0,1,1
3.0,5,2.810434958,0,0.01130641941,0,2,1
3.0,6,4.153613892,0,0.01160322499,0,1,1
3.0,7,0.2413623666,1,0.01194560754,0,1,1
3.0,8,2.585046465,0,0.01098918845,0,2,1
3.0,9,6.652383258,0,0.011340044,0,3,1
3.0,10,3.655721451,0,0.01177286186,1,2,1
3.0,11,2.780239581,0,0.0114725504,0,1,1
3.0,12,4.03976191,0,0.0112791428,0,1,1
3.0,13,5.413847039,0,0.01117413009,0,1,1
3.0,14,5.664760227,0,0.01056962944,0,3,1
3.0,15,1.308136415,0,0.01194550317,0,1,1
3.0,16,0.1640968866,1,0.01084632798,0,1,1
3.0,17,2.864105866,0,0.01170671204,0,1,1
3.0,18,0.4570708663,1,0.01159099473,0,1,1
3.0,19,1.41752449,0,0.01152233558,0,1,1
3.0,20,2.213923732,0,0.01230071522,0,2,1
3.0,21,1.591534421,0,0.01115099576,0,0,1
3.0,22,5.205562244,0,0.01158522536,0,3,1
3.0,23,0.8085497126,1,0.01136428685,0,0,1
3.0,24,3.60164359,0,0.01168126924,0,2,1
3.0,25,5.32601874,0,0.01126043056,0,2,1
3.0,26,1.677811953,0,0.01134785591,0,0,1
3.0,27,2.727966044,0,0.01132966693,0,1,1
3.0,28,5.752137384,0,0.01116880493,0,2,1
3.0,29,5.311659935,0,0.01124139665,0,2,1
3.0,30,5.052053361,0,0.01160447672,0,1,1
3.0,31,2.209697805,0,0.01152528026,0,2,1
3.0,32,5.882889019,0,0.01131595334,0,1,1
3.0,33,1.089069786,0,0.01181595628,0,1,1
3.0,34,0.06347080859,1,0.01186197486,0,1,1
3.0,35,5.236330168,0,0.01151289765,0,3,1
3.0,36,4.71881156,0,0.01119246295,0,1,1
3.0,37,0.06294413963,1,0.01180916542,0,1,1
3.0,38,6.299819219,0,0.01146325459,0,1,1
3.0,39,1.273554981,0,0.01182707987,0,1,1
3.0,40,6.009021011,0,0.01189563699,0,2,1
3.0,41,1.513871251,0,0.0115882317,0,1,1
3.0,42,0.4589065373,1,0.0124976568,0,0,1
3.0,43,3.817672032,0,0.01194445171,0,3,1
3.0,44,2.98312221,0,0.01076345184,0,2,1
3.0,45,1.906286142,0,0.01146754301,0,2,1
3.0,46,2.471067474,0,0.01122943695,0,1,1
3.0,47,1.413659887,0,0.01155365328,0,1,1
3.0,48,0.9439511584,1,0.01153939776,0,2,1
3.0,49,2.550299488,0,0.01134157495,0,1,1
3.0,50,1.650928871,0,0.01227667974,0,2,1
3.0,51,0.4582306225,1,0.01136857506,0,1,1
3.0,52,1.256935346,0,0.01121135809,0,1,1
3.0,53,3.559838333,0,0.01138881798,0,3,1
3.0,54,2.383469778,0,0.01246678327,0,1,1
3.0,55,1.46311569,0,0.01153386731,0,1,1
3.0,56,3.069959186,0,0.01253454732,0,2,1
3.0,57,2.424184929,0,0.01252427159,0,1,1
3.0,58,4.484240803,0,0.01124496406,0,2,1
3.0,59,2.565189788,0,0.01167785591,0,2,1
3.0,60,6.076193672,0,0.01185610738,0,3,1
3.0,61,0.8402989487,1,0.01159149709,0,0,1
3.0,62,0.2598342889,1,0.01176390791,0,1,1
3.0,63,0.9404085582,1,0.01149346283,0,0,1
3.0,64,0.9719357149,1,0.01168801209,0,0,1
3.0,65,0.9350491078,1,0.01186389788,0,2,1
3.0,66,5.610898884,0,0.01152490236,0,1,1
3.0,67,1.0816747,0,0.01183464962,0,2,1
3.0,68,4.118204647,0,0.01088345402,0,3,1
3.0,69,1.869704071,0,0.01167100254,0,1,1
3.0,70,2.753605838,0,0.01142147585,0,1,1
3.0,71,0.6172967544,1,0.01182135916,0,0,1
3.0,72,1.283174713,0,0.01158782266,0,1,1
3.0,73,1.419394908,0,0.01196154665,0,1,1
3.0,74,4.9081851,0,0.01182318348,0,1,1
3.0,75,2.208816005,0,0.01125631426,0,1,1
3.0,76,3.120165275,0,0.01151507282,0,2,1
3.0,77,2.590487437,0,0.01176377453,0,1,1
3.0,78,2.398828902,0,0.01231357758,0,1,1
3.0,79,3.391262582,0,0.01170098858,0,1,1
3.0,80,1.230459703,0,0.01130896678,0,0,1
3.0,81,2.969821629,0,0.01260615539,0,1,1
3.0,82,4.335975463,0,0.01173807344,0,2,1
3.0,83,3.781971101,0,0.01154151494,0,2,1
3.0,84,1.453485961,0,0.01077911291,0,1,1
3.0,85,2.266206102,0,0.01096436751,0,1,1
3.0,86,2.969677925,0,0.01161135449,0,2,1
3.0,87,2.32581423,0,0.01126797881,0,1,1
3.0,88,0.8943832588,1,0.01183582694,0,0,1
3.0,89,3.939208518,0,0.01205595659,0,2,1
3.0,90,1.471197152,0,0.011559853,0,2,1
3.0,91,1.334558859,0,0.01235050613,0,1,1
3.0,92,1.971078082,0,0.0112771055,0,1,1
3.0,93,2.38763361,0,0.01259642985,0,1,1
3.0,94,0.8510368954,1,0.01201382207,0,0,1
3.0,95,5.71825619,0,0.01122164848,0,1,1
3.0,96,2.256696852,0,0.01164678491,0,1,1
3.0,97,0.5051713086,1,0.0115296312,0,1,1
3.0,98,3.317184675,0,0.01120966899,0,1,1
3.0,99,6.211526229,0,0.01169041418,0,1,1
3.0,100,2.797099682,0,0.01099484794,0,0,1
3.0,101,0.6536864204,1,0.0120947939,0,0,1
3.0,102,1.912823229,0,0.01140000735,0,2,1
3.0,103,1.224371894,0,0.01158817746,0,1,1
3.0,104,5.546597848,0,0.01197896062,0,3,1
3.0,105,0.2135194912,1,0.01110126771,0,0,1
3.0,106,1.539747308,0,0.01142862113,0,2,1
3.0,107,1.025464225,0,0.01222346841,0,0,1
3.0,108,5.293405563,0,0.01141320239,0,1,1
3.0,109,0.8910400842,1,0.0110230167,0,0,1
3.0,110,2.534718777,0,0.01131562427,0,1,1
3.0,111,3.186192376,0,0.01205774941,0,1,1
3.0,112,0.8196889571,1,0.01168307406,0,0,1
3.0,113,1.649730953,0,0.01212758629,0,0,1
3.0,114,2.722909601,0,0.01169182687,0,1,1
3.0,115,1.309351298,0,0.0119940575,0,0,1
3.0,116,1.203894197,0,0.01192158728,0,1,1
3.0,117,1.695831458,0,0.01162737936,0,0,1
3.0,118,2.491590642,0,0.01139165268,0,2,1
3.0,119,2.864917496,0,0.01218952915,0,1,1
3.0,120,3.1172296,0,0.01201971149,0,2,1
3.0,121,1.704175254,0,0.01200015889,0,1,1
3.0,122,3.178358195,0,0.01247192576,0,2,1
3.0,123,1.497379145,0,0.01115458767,0,1,1
3.0,124,7.143096796,0,0.0108424852,1,1,1
3.0,125,2.668941293,0,0.01205914888,0,2,1
3.0,126,3.057972068,0,0.01141292533,0,1,1
3.0,127,2.284009265,0,0.01188472932,0,0,1
3.0,128,1.2740837,0,0.01121464583,0,0,1
3.0,129,1.425596554,0,0.01185282526,0,0,1
3.0,130,2.689191777,0,0.01103189978,0,1,1
3.0,131,1.14208058,0,0.01097004342,0,1,1
3.0,132,3.159412519,0,0.01127896664,0,2,1
3.0,133,0.6160988161,1,0.01186732765,0,1,1
3.0,134,2.474424442,0,0.01217814283,0,1,1
3.0,135,2.113112706,0,0.01226892516,0,2,1
3.0,136,1.504826867,0,0.01119436685,0,1,1
3.0,137,4.002157037,0,0.01203426975,0,2,1
3.0,138,5.448568525,0,0.01110466523,0,2,1
3.0,139,5.812909369,0,0.011618858,0,2,1
3.0,140,0.8732679851,1,0.01187849125,0,0,1
3.0,141,3.999722348,0,0.01184550182,0,2,1
3.0,142,5.273604777,0,0.01161936557,0,1,1
3.0,143,4.540026743,0,0.01143698756,1,0,1
3.0,144,1.100355978,0,0.01186600716,0,1,1
3.0,145,0.1071769652,1,0.01137837255,0,1,1
3.0,146,5.53384214,0,0.01142059834,0,2,1
3.0,147,1.17261177,0,0.01144475265,0,1,1
3.0,148,0.7742706781,1,0.01134811192,0,1,1
3.0,149,0.8869916489,1,0.01212638755,0,2,1
3.0,150,2.318926495,0,0.01177443835,0,1,1
3.0,151,0.6756310513,1,0.01117714903,0,0,1
3.0,152,5.577711611,0,0.01228978297,0,1,1
3.0,153,9.375316298,0,0.01143307235,2,2,1
3.0,154,4.016479832,0,0.01149624417,0,2,1
3.0,155,3.214055571,0,0.01170033564,0,3,1
3.0,156,2.483745423,0,0.01089835043,0,1,1
3.0,157,3.864960534,0,0.01161636287,0,2,1
3.0,158,1.333343707,0,0.01171853094,0,1,1
3.0,159,1.820285247,0,0.01157618837,0,1,1
3.0,160,3.358283119,0,0.01238882336,0,2,1
3.0,161,2.215012816,0,0.01198918481,1,1,1
3.0,162,1.184251793,0,0.01121779015,0,1,1
3.0,163,0.5340673122,1,0.01131459626,0,0,1
3.0,164,3.27991403,0,0.01148894404,0,2,1
3.0,165,2.267294319,0,0.01166015667,0,2,1
3.0,166,0.9106390724,1,0.01169952156,0,2,1
3.0,167,0.7775511986,1,0.01116248163,0,0,1
3.0,168,2.410362176,0,0.0121522895,0,1,1
3.0,169,0.2020996334,1,0.01123073696,0,1,1
3.0,170,2.77921783,0,0.01199922013,0,1,1
3.0,171,4.669258246,0,0.01159901414,0,2,1
3.0,172,0.9973232176,1,0.01163762127,0,0,1
3.0,173,0.4270004603,1,0.01216918499,0,1,1
3.0,174,4.181876554,0,0.01120570884,0,2,1
3.0,175,6.611712761,0,0.01231055691,0,4,1
3.0,176,3.900708555,0,0.01193517764,0,2,1
3.0,177,6.545660049,0,0.01143762213,0,1,1
3.0,178,2.186238892,0,0.01193478129,0,1,1
3.0,179,1.707864179,0,0.01107548141,0,1,1
3.0,180,3.224719819,0,0.01203557459,0,1,1
3.0,181,1.256262649,0,0.01031257944,0,0,1
3.0,182,5.823879773,0,0.01185907753,0,1,1
3.0,183,2.20207401,0,0.01153967844,0,2,1
3.0,184,0.364584412,1,0.01076244009,0,1,1
3.0,185,2.306751778,0,0.01180122695,0,2,1
3.0,186,7.794073771,0,0.01077676742,0,1,1
3.0,187,0.8410217734,1,0.01230182956,0,0,1
3.0,188,0.6668887102,1,0.01166907065,0,0,1
3.0,189,4.063408346,0,0.01136295142,0,3,1
3.0,190,1.207503515,0,0.01119580091,0,1,1
3.0,191,0.6421631584,1,0.01198028689,0,0,1
3.0,192,0.2505613425,1,0.01107538097,0,1,1
3.0,193,3.766370315,0,0.0113039544,0,2,1
3.0,194,2.40159154,0,0.01189185666,0,1,1
3.0,195,1.117820654,0,0.01189371967,0,0,1
3.0,196,0.1106922569,1,0.01165921257,0,1,1
3.0,197,2.438506736,0,0.01128743049,0,2,1
3.0,198,5.374581941,0,0.01232145745,0,1,1
3.0,199,1.704419543,0,0.01235864325,1,1,1
